row_id,RA,DEC,p_final,q_group,status,nearest_catalog,nearest_sep_arcsec,my_grade,first_grade,lensjudge_grade,lj_lean_grade,lj_multi_grade,qualified,tier,disqualify_reason
s_334950_2879,65.70828443784379,0.7795814183818736,0.9552967580712044,0.03925693133019746,NEW,storfer2024,1408.8132924525426,C,C,C,C,,False,none,both<B
s_437234_2705,168.74618702546226,18.79511387456927,0.7402054759936995,0.04784523169712127,NEW,huang2021,1741.2965568296488,C,C,C,C,,False,none,both<B
s_238185_7308,58.57613175840051,-16.16449149783156,0.9787432908345075,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.04181992019107274,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_212207_6131,50.65970761998096,-20.95673559196022,0.9711852473742082,0.03925693133019746,NEW,huang2021,2325.0207216698814,C,C,C,C,,False,none,both<B
s_140009_2019,75.15711421403991,-35.30618202283957,0.7507067193178034,0.04784523169712127,NEW,storfer2024,2934.6125907431206,C,C,C,C,,False,none,both<B
s_504455_3736,27.338718738667374,31.8297018740838,0.7458278493265521,0.04784523169712127,NEW,inchausti2025,4046.292061260784,C,C,C,C,,False,none,both<B
s_303069_1883,11.02192581964028,-4.8058269781454035,0.7150375629178874,0.04784523169712127,KNOWN_REMOTE,curated,3238.8162852045198,C,C,C,C,,False,none,not-new (KNOWN_REMOTE)
s_361165_3176,145.34381368820962,5.306594787452854,0.6755101649405446,0.04784523169712127,KNOWN_REMOTE,curated,4904.533871378687,C,C,C,C,,False,none,not-new (KNOWN_REMOTE)
s_268834_140,15.42780971545021,-10.867804893128044,0.8129583993428386,0.03925693133019746,NEW,storfer2024,3662.665264871509,C,C,C,C,,False,none,both<B
s_422054_190,158.09438647259387,15.88458740575699,0.9771093039064029,0.03925693133019746,KNOWN_REMOTE,storfer2024,4832.314772529471,C,C,C,C,,False,none,not-new (KNOWN_REMOTE)
s_345385_2267,154.31155599775434,2.488488751886345,0.9208192321913268,0.03925693133019746,NEW,storfer2024,3885.3715410324417,C,C,C,C,,False,none,both<B
s_183186_6864,49.29268214144026,-26.42106609701145,0.9058915296076236,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.23300612516523123,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_377198_706,216.92983228854257,7.911831848041942,0.8477660571964369,0.03925693133019746,NEW,curated,2178.7197109936155,C,C,C,C,,False,none,both<B
s_263207_4021,22.38346899418638,-11.703901916207512,0.8162606106813863,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.21234190887685367,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_132950_2740,56.939262041540566,-36.79363725414214,0.7521460216197058,0.04784523169712127,KNOWN_LOCAL,des_jacobs2019,0.06430724049868349,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_432506_3352,6.015992744414044,18.071099538270406,0.7473685877428589,0.04784523169712127,NEW,curated,4605.054969063207,C,C,C,C,,False,none,both<B
s_321622_3152,333.65335984699533,-1.7577361550678157,0.713038663916557,0.04784523169712127,NEW,curated,6221.444160420998,D,D,C,C,,False,none,both<B
s_124990_4222,68.33222558209472,-38.46966442159854,0.6865176882985102,0.04784523169712127,NEW,storfer2024,4707.690200380424,C,C,C,C,,False,none,both<B
s_311781_7502,33.02753913529737,-3.158640466092505,0.6780405697632588,0.04784523169712127,NEW,curated,1683.95577727882,C,C,C,C,,False,none,both<B
s_167810_5866,18.487989377360634,-29.410933899222485,0.6709150443622631,0.04784523169712127,KNOWN_LOCAL,des_jacobs2019,0.19715805913124157,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_372881_1412,209.22908796692636,7.187987777608784,0.6650387844691642,0.04784523169712127,NEW,inchausti2025,695.9980133612028,C,C,C,C,,False,none,both<B
s_208152_3493,43.18034475166665,-21.75936536764421,0.8801493249523755,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.11738271335788132,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_372793_2836,187.25549277677607,7.298354508665789,0.7693382848318193,0.03925693133019746,NEW,inchausti2025,4625.448907695874,D,D,C,C,,False,none,both<B
s_342809_2382,230.49528009229837,1.9784381172886052,0.7587198124359065,0.03925693133019746,NEW,storfer2024,5183.987350854855,C,C,C,C,,False,none,both<B
s_324577_704,352.44982819328357,-1.347699872873615,0.6862845757149554,0.04784523169712127,KNOWN_REMOTE,curated,3989.0989597273137,C,C,C,C,,False,none,not-new (KNOWN_REMOTE)
s_399510_5900,115.96268610860865,12.120094111775131,0.6776068534183073,0.04784523169712127,NEW,huang2021,7216.384956070399,C,C,C,C,,False,none,both<B
s_119342_2707,50.71634860222466,-39.769385373639295,0.9464602578323525,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.1208622185799911,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_492651_3171,210.60161190672065,29.299625023843628,0.8486335653496594,0.03925693133019746,NEW,inchausti2025,4945.08282960772,C,C,C,C,,False,none,both<B
s_370040_789,214.39979584305007,6.663571454356143,0.8433798570248197,0.03925693133019746,NEW,curated,2715.7125210223085,C,C,C,C,,False,none,both<B
s_245107_5679,53.586217150497795,-14.903490304258494,0.8293959011191779,0.03925693133019746,NEW,storfer2024,2162.8835847270143,C,C,C,C,,False,none,both<B
s_281625_3880,17.164217175526968,-8.390462902819248,0.750359510167397,0.04784523169712127,NEW,huang2021,7.5736152612874434,C,C,C,C,,False,none,both<B
s_450742_1870,156.49594788791046,21.22201080833236,0.7361539554396698,0.04784523169712127,NEW,inchausti2025,1817.0687979566355,C,C,C,C,,False,none,both<B
s_456804_501,346.1457235947235,22.15823162697123,0.7145724536389899,0.04784523169712127,NEW,huang2021,3587.442661951835,C,C,C,C,,False,none,both<B
s_176871_3428,77.17750877780928,-27.77697659034909,0.695666707818295,0.04784523169712127,KNOWN_LOCAL,des_jacobs2019,0.3061734920651204,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_303178_6557,38.279473363495825,-4.643970268869974,0.6627997272301069,0.04784523169712127,KNOWN_LOCAL,des_jacobs2019,0.21266368938942226,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_214977_6488,70.79919482638564,-20.446592588691527,0.8864914985370556,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.3242219969993816,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_441304_3013,163.800706360901,19.52031618282288,0.842667180856959,0.03925693133019746,NEW,curated,1987.1945435260518,C,C,C,C,,False,none,both<B
s_327710_5278,55.66490633182163,-0.38202352685324537,0.8338016745159603,0.03925693133019746,NEW,huang2021,2691.9685899666083,D,D,C,C,,False,none,both<B
s_429280_2839,241.6220840158586,17.28347727781947,0.7465404388185621,0.04784523169712127,NEW,curated,1331.2148548084867,C,C,C,C,,False,none,both<B
s_286085_2813,62.49112683808297,-7.77141487287988,0.7360618200768679,0.04784523169712127,NEW,curated,3829.9583545756022,C,C,C,C,,False,none,both<B
s_100871_3176,335.4935628830475,-44.276520818106604,0.7264687181896484,0.04784523169712127,NEW,storfer2024,2283.1186161506666,C,C,C,C,,False,none,both<B
s_441316_1094,166.9258843797399,19.443464046305046,0.6903889528193325,0.04784523169712127,NEW,huang2021,6660.058295500849,C,C,C,C,,False,none,both<B
s_330292_7758,341.2473325390024,-0.1485714049799927,0.6898787878787879,0.04784523169712127,NEW,storfer2024,2671.55521076297,C,C,D,D,,False,none,both<B
s_429142_130,205.49129802749223,17.13095635467439,0.6763076517049555,0.04784523169712127,NEW,storfer2024,5331.824383965799,C,C,C,C,,False,none,both<B
s_472004_3543,172.8314223119474,25.327366640493658,0.7233216127519924,0.04784523169712127,NEW,storfer2024,2506.800632095889,D,D,C,C,,False,none,both<B
s_161725_4333,61.40848217003553,-30.688691835473772,0.8942935689167548,0.03925693133019746,NEW,inchausti2025,1053.7056942830461,C,C,C,C,,False,none,both<B
s_123817_3776,53.71175936951835,-38.74470272081488,0.7665482054890923,0.03925693133019746,NEW,inchausti2025,1657.3511962703542,C,C,D,D,,False,none,both<B
s_263018_1112,334.09399486833337,-12.05772061148514,0.7525773732916591,0.04784523169712127,NEW,storfer2024,1155.5376627497408,D,D,C,C,,False,none,both<B
s_138722_455,41.24572333293098,-35.60708100237054,0.7437279774489077,0.04784523169712127,NEW,storfer2024,4800.5033591994725,D,D,C,C,,False,none,both<B
s_35311_4374,304.10797861592937,-63.43554996634164,0.7012100412378846,0.04784523169712127,NEW,inchausti2025,7449.121867175891,C,C,C,C,,False,none,both<B
s_273078_3639,13.232296893429561,-9.93011594677821,0.6674834061243121,0.04784523169712127,NEW,huang2021,2271.3924879672104,C,C,C,C,,False,none,both<B
s_353507_4773,26.484799048146215,4.04128184994632,0.9787432908345075,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.39530334095290826,C,C,D,D,,False,none,not-new (KNOWN_LOCAL)
s_298099_1799,204.16628005788695,-5.7814060296039225,0.7951949070989711,0.03925693133019746,KNOWN_REMOTE,inchausti2025,4225.80469737418,D,D,C,C,,False,none,not-new (KNOWN_REMOTE)
s_374146_2462,167.72897549622886,7.5079775168824785,0.760704990732834,0.03925693133019746,NEW,huang2021,3625.9222710016143,C,C,C,C,,False,none,both<B
s_246415_2324,31.877825895291352,-14.80462492528785,0.736157870061934,0.04784523169712127,KNOWN_REMOTE,inchausti2025,2734.434010873239,D,D,C,C,,False,none,not-new (KNOWN_REMOTE)
s_417907_3857,163.40211430715985,15.328050742465198,0.8259057869723232,0.03925693133019746,NEW,huang2021,4450.068858687023,C,C,C,C,,False,none,both<B
s_367263_4109,236.18380690045132,6.29473350079483,0.8806418644012629,0.03925693133019746,NEW,storfer2024,1434.0387957060693,C,C,D,D,,False,none,both<B
s_340971_3410,130.8571237617303,1.78399408838762,0.8650359510361731,0.03925693133019746,NEW,curated,3084.6532084117175,C,C,C,C,,False,none,both<B
s_178076_6014,56.89195156224392,-27.419679745982656,0.8172047711456578,0.03925693133019746,NEW,huang2021,2214.103007712553,D,D,C,C,,False,none,both<B
s_376864_3046,132.7306015728582,8.041650196197592,0.7847203243754969,0.03925693133019746,NEW,storfer2024,3471.411737489325,C,C,C,C,,False,none,both<B
s_389016_3178,326.22955922094997,9.982741362659791,0.7679614738085503,0.03925693133019746,NEW,curated,5091.180898296403,C,C,D,D,,False,none,both<B
s_143428_2721,35.7054691499613,-34.489865824901216,0.7397434362920601,0.04784523169712127,NEW,storfer2024,1853.293754405156,D,D,C,C,,False,none,both<B
s_395658_1259,213.87981721643968,11.202185882997481,0.706688083811287,0.04784523169712127,NEW,storfer2024,7605.500863702827,C,C,D,D,,False,none,both<B
s_312376_2705,181.7839033278919,-3.256840798387093,0.6976585108531254,0.04784523169712127,NEW,storfer2024,4536.128538869719,C,C,C,C,,False,none,both<B
s_295824_1139,353.2042606535656,-6.314652234598481,0.6903151778548013,0.04784523169712127,NEW,storfer2024,5106.501937515997,C,C,C,C,,False,none,both<B
s_36056_7701,355.9598427405036,-63.13828284632362,0.6883456362910616,0.04784523169712127,NEW,huang2021,1881.4232406661697,D,D,C,C,,False,none,both<B
s_287336_2280,17.81749114757819,-7.51083546962115,0.6827551087456468,0.04784523169712127,NEW,huang2021,1773.3611343692137,D,D,C,C,,False,none,both<B
s_361319_2824,183.8634069271177,5.264721204932186,0.6797995778062224,0.04784523169712127,NEW,storfer2024,2073.023971379671,D,D,C,C,,False,none,both<B
s_298022_892,184.82821392714357,-5.8299355506886705,0.6715790357589744,0.04784523169712127,NEW,inchausti2025,7355.027647384389,C,C,C,C,,False,none,both<B
s_400341_935,328.29283764005555,11.915309327360964,0.890292916401853,0.03925693133019746,NEW,huang2021,6927.24279990943,C,C,C,C,,False,none,both<B
s_423599_3695,199.71309953110622,16.300452594433708,0.7369045435088364,0.04784523169712127,NEW,storfer2024,4224.911031296304,C,C,C,C,,False,none,both<B
s_485989_341,116.32962040626077,27.87770340392427,0.7095435170115477,0.04784523169712127,NEW,curated,4136.689635258366,C,C,C,C,,False,none,both<B
s_341950_2571,15.659714144868989,1.9824640705200254,0.9880456164159028,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.4631887279976214,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_188493_132,83.45558696840891,-25.615102146188526,0.9693969435999614,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.18707898226765746,D,D,C,C,,False,none,not-new (KNOWN_LOCAL)
s_277239_4764,347.8013187190463,-9.401888499315685,0.8596450428396573,0.03925693133019746,NEW,huang2021,6.29388250327949,C,C,C,C,,False,none,both<B
s_139824_2179,18.34918972699268,-35.30526732498294,0.835177983744823,0.03925693133019746,NEW,curated,3339.224148555103,D,D,C,C,,False,none,both<B
s_135114_2114,9.372128707181645,-36.299350675909686,0.7596867119962172,0.03925693133019746,NEW,curated,1820.9195400655283,C,C,D,D,,False,none,both<B
s_441303_4584,163.53613902560195,19.58734160311614,0.7133576070785372,0.04784523169712127,NEW,curated,1167.8018314866563,C,C,C,C,,False,none,both<B
s_358522_928,202.66903690033507,4.670747781429487,0.6964523958923616,0.04784523169712127,KNOWN_REMOTE,curated,4540.358697714496,D,D,D,D,,False,none,not-new (KNOWN_REMOTE)
s_285202_1905,199.82466927606717,-8.025199225510963,0.6958460090343178,0.04784523169712127,NEW,storfer2024,1473.9666855134824,C,C,D,D,,False,none,both<B
s_504880_1500,152.07628742876207,31.700502184926567,0.9734986288671564,0.03925693133019746,KNOWN_REMOTE,huang2021,6029.494620468957,D,D,D,D,,False,none,not-new (KNOWN_REMOTE)
s_209576_2833,65.57597842229589,-21.546100720959654,0.9552967580712044,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.2729821572015701,C,C,C,C,,False,none,not-new (KNOWN_LOCAL)
s_387033_341,183.52356285355012,9.638541231678856,0.8969805644608932,0.03925693133019746,NEW,inchausti2025,3690.1895225878216,C,C,C,C,,False,none,both<B
s_332668_10,215.20189917330347,0.12592870741188125,0.8323388869431797,0.03925693133019746,NEW,curated,5885.198462046134,D,D,C,C,,False,none,both<B
s_391042_4616,120.47557010234276,10.583496946743193,0.7636408829265973,0.03925693133019746,NEW,storfer2024,6686.906840822636,C,C,D,D,,False,none,both<B
s_495007_856,165.9633501476608,29.672312403814516,0.714275367991462,0.04784523169712127,NEW,curated,3397.259714372673,C,C,C,C,,False,none,both<B
s_146900_2726,3.123708938313881,-33.777910617340915,0.9016192063870083,0.03925693133019746,NEW,inchausti2025,1889.494878379894,D,D,C,C,,False,none,both<B
s_401210_2625,190.34628194873144,12.25917688487452,0.8610112449060882,0.03925693133019746,NEW,storfer2024,1200.1348586624033,C,C,C,C,,False,none,both<B
s_318249_3834,210.26659043299696,-2.166956227219397,0.8293068261787473,0.03925693133019746,NEW,storfer2024,1870.1740198291084,C,C,D,D,,False,none,both<B
s_458308_680,32.731399350621714,22.665376829574377,0.7650706296658492,0.03925693133019746,NEW,inchausti2025,8243.123117771791,C,C,D,D,,False,none,both<B
s_402671_3481,203.98294609697848,12.551512180733978,0.7333412825750868,0.04784523169712127,NEW,huang2021,2085.6735404495257,D,D,C,C,,False,none,both<B
s_261686_2961,353.90541949435504,-12.216520878532831,0.7112941060971567,0.04784523169712127,NEW,inchausti2025,5211.6642540765415,D,D,C,C,,False,none,both<B
s_324577_701,352.449299584776,-1.3466419344549696,0.7112696537342311,0.04784523169712127,NEW,curated,3987.437636597275,D,D,D,D,,False,none,both<B
s_501228_2281,165.02861971857322,31.019746567770486,0.6701253759674346,0.04784523169712127,NEW,curated,2402.438806145392,D,D,C,C,,False,none,both<B
s_34114_1387,353.746781694146,-64.06866591063849,0.9787432908345075,0.03925693133019746,KNOWN_LOCAL,des_jacobs2019,0.3150918383452119,C,C,D,D,,False,none,not-new (KNOWN_LOCAL)
s_490203_3171,231.5551143475858,28.83744336693036,0.9444895775224417,0.03925693133019746,NEW,curated,1717.4950462781994,C,C,C,C,,False,none,both<B
s_395506_1281,175.16938523007113,11.188031301253414,0.8356976744186045,0.03925693133019746,NEW,inchausti2025,1329.0164766290827,C,C,D,D,,False,none,both<B
s_296761_3333,228.34410410845223,-5.965300605928536,0.8336644764675271,0.03925693133019746,NEW,storfer2024,2624.211768711268,C,C,D,D,,False,none,both<B
s_426293_3226,181.55205476277663,16.80481575331814,0.7859022379234447,0.03925693133019746,NEW,curated,5143.018423015973,C,C,D,D,,False,none,both<B
s_336959_5200,207.81425470329296,1.1232289469465915,0.6851814972564367,0.04784523169712127,NEW,curated,4004.655965552637,C,C,D,D,,False,none,both<B
