mock029_fine_corr_fitted_deep	--seed 29 --scale fine --likelihood corr --kernel fitted --out data/e1_fits/mock029_fine_corr_fitted_deep.npz --sampler-stages 2 --burn 500 --keep 2250
mock030_fine_corr_fitted_deep	--seed 30 --scale fine --likelihood corr --kernel fitted --out data/e1_fits/mock030_fine_corr_fitted_deep.npz --sampler-stages 2 --burn 500 --keep 2250
mock033_fine_corr_fitted_deep	--seed 33 --scale fine --likelihood corr --kernel fitted --out data/e1_fits/mock033_fine_corr_fitted_deep.npz --sampler-stages 2 --burn 500 --keep 2250
mock041_fine_corr_fitted_deep	--seed 41 --scale fine --likelihood corr --kernel fitted --out data/e1_fits/mock041_fine_corr_fitted_deep.npz --sampler-stages 2 --burn 500 --keep 2250
mock044_fine_corr_fitted_deep	--seed 44 --scale fine --likelihood corr --kernel fitted --out data/e1_fits/mock044_fine_corr_fitted_deep.npz --sampler-stages 2 --burn 500 --keep 2250
mock045_fine_corr_fitted_deep	--seed 45 --scale fine --likelihood corr --kernel fitted --out data/e1_fits/mock045_fine_corr_fitted_deep.npz --sampler-stages 2 --burn 500 --keep 2250
mock050_fine_corr_fitted_deep	--seed 50 --scale fine --likelihood corr --kernel fitted --out data/e1_fits/mock050_fine_corr_fitted_deep.npz --sampler-stages 2 --burn 500 --keep 2250
mock051_fine_corr_fitted_deep	--seed 51 --scale fine --likelihood corr --kernel fitted --out data/e1_fits/mock051_fine_corr_fitted_deep.npz --sampler-stages 2 --burn 500 --keep 2250
mock053_fine_corr_fitted_deep	--seed 53 --scale fine --likelihood corr --kernel fitted --out data/e1_fits/mock053_fine_corr_fitted_deep.npz --sampler-stages 2 --burn 500 --keep 2250
mock062_fine_corr_fitted_deep	--seed 62 --scale fine --likelihood corr --kernel fitted --out data/e1_fits/mock062_fine_corr_fitted_deep.npz --sampler-stages 2 --burn 500 --keep 2250
