candidate_id,system_id,half,forced,forced_reason,truth_class,cell
J14993798+260626,7,holdout,False,,cowls,cowls:weak
J14993830+257757,147,holdout,False,,negative,negative:cosmos
J14993908+263097,148,holdout,False,,negative,negative:cosmos
J14994298+260066,149,holdout,False,,negative,negative:cosmos
J14994519+248568,150,design,False,,negative,negative:cosmos
J14994839+193216,151,design,False,,negative,negative:cosmos
J14995663+224591,152,holdout,False,,negative,negative:cosmos
J14996187+200380,8,design,False,,cowls,cowls:weak
J14996269+221023,35,holdout,False,,lit_galaxy,lit_galaxy
J14996767+261863,153,holdout,False,,negative,negative:cosmos
J14996770+209525,154,holdout,False,,negative,negative:cosmos
J14997011+229135,155,design,False,,negative,negative:cosmos
J14997046+193062,156,design,False,,negative,negative:cosmos
J14997157+259501,157,holdout,False,,negative,negative:cosmos
J14997467+255549,9,holdout,False,,cowls,cowls:provenance
J14997523+257803,158,design,False,,negative,negative:cosmos
J14997784+264114,159,design,False,,negative,negative:cosmos
J14997870+245651,160,holdout,False,,negative,negative:cosmos
J14998627+241542,161,design,False,,negative,negative:cosmos
J14998771+249559,162,holdout,False,,negative,negative:cosmos
J14999361+225854,163,design,False,,negative,negative:cosmos
J14999589+191290,164,holdout,False,,negative,negative:cosmos
J14999601+247326,165,holdout,False,,negative,negative:cosmos
J14999665+259245,166,holdout,False,,negative,negative:cosmos
J14999692+249620,167,design,False,,negative,negative:cosmos
J15000072+216107,168,design,False,,negative,negative:cosmos
J15000086+191067,169,design,False,,negative,negative:cosmos
J15000331+240754,170,design,False,,negative,negative:cosmos
J15000332+191727,171,design,False,,negative,negative:cosmos
J15000432+225070,172,holdout,False,,negative,negative:cosmos
J15000506+214101,173,holdout,False,,negative,negative:cosmos
J15000891+230762,174,holdout,False,,negative,negative:cosmos
J15000905+227496,175,holdout,False,,negative,negative:cosmos
J15001125+215662,176,design,False,,negative,negative:cosmos
J15001548+244074,177,design,False,,negative,negative:cosmos
J15001815+243074,178,design,False,,negative,negative:cosmos
J15001911+259543,10,design,False,,cowls,cowls:weak
J15002139+203715,179,holdout,False,,negative,negative:cosmos
J15002207+263143,11,holdout,False,,cowls,cowls:weak
J15002264+250804,180,holdout,False,,negative,negative:cosmos
J15002769+241017,181,design,False,,negative,negative:cosmos
J15002774+237388,182,holdout,False,,negative,negative:cosmos
J15002786+184090,183,design,False,,negative,negative:cosmos
J15003334+244894,184,design,False,,negative,negative:cosmos
J15003576+226164,185,holdout,False,,negative,negative:cosmos
J15003725+244542,186,holdout,False,,negative,negative:cosmos
J15003928+242850,187,design,False,,negative,negative:cosmos
J15004059+241551,36,holdout,False,,lit_galaxy,lit_galaxy
J15004294+191457,188,design,False,,negative,negative:cosmos
J15004366+254934,189,design,False,,negative,negative:cosmos
J15004401+226637,190,design,False,,negative,negative:cosmos
J15004880+251632,191,design,False,,negative,negative:cosmos
J15004969+221715,12,design,False,,cowls,cowls:marginal
J15005258+233772,13,design,False,,cowls,cowls:provenance
J15005718+220591,486,holdout,False,,stress_D,stress_D:other
J15005804+238042,37,holdout,False,,lit_galaxy,lit_galaxy
J15006760+258633,192,holdout,False,,negative,negative:cosmos
J15007584+220335,193,design,False,,negative,negative:cosmos
J15008614+253138,194,holdout,False,,negative,negative:cosmos
J15009112+248272,195,design,False,,negative,negative:cosmos
J15009157+193091,196,design,False,,negative,negative:cosmos
J15009204+190690,197,design,False,,negative,negative:cosmos
J15009426+213932,198,design,False,,negative,negative:cosmos
J15009505+230050,14,design,False,,cowls,cowls:provenance
J15009508+219374,199,design,False,,negative,negative:cosmos
J15010031+245649,200,design,False,,negative,negative:cosmos
J15010092+257270,201,design,False,,negative,negative:cosmos
J15010739+198576,202,design,False,,negative,negative:cosmos
J15011758+255892,203,holdout,False,,negative,negative:cosmos
J15012035+205020,204,holdout,False,,negative,negative:cosmos
J15013008+243766,15,design,False,,cowls,cowls:weak
J15013022+255026,16,holdout,False,,cowls,cowls:weak
J15013236+185399,205,holdout,False,,negative,negative:cosmos
J15013486+205615,206,design,False,,negative,negative:cosmos
J15014324+260270,207,design,False,,negative,negative:cosmos
J15015168+187204,38,holdout,False,,lit_galaxy,lit_galaxy
J15015821+189096,208,design,False,,negative,negative:cosmos
J15016855+178503,209,design,False,,negative,negative:cosmos
J15017052+182964,210,design,False,,negative,negative:cosmos
J15017886+200904,211,holdout,False,,negative,negative:cosmos
J15017908+203681,17,holdout,False,,cowls,cowls:strong
J15017971+211039,487,holdout,False,,stress_D,stress_D:merger
J15018209+211340,488,holdout,False,,stress_D,stress_D:other
J15019508+177351,212,holdout,False,,negative,negative:cosmos
J15019655+249201,18,holdout,False,,cowls,cowls:provenance
J15019832+198630,526,design,False,,stress_U,stress_U:rank_301_2024
J15019947+214799,213,holdout,False,,negative,negative:cosmos
J15020525+185780,39,holdout,False,,lit_galaxy,lit_galaxy
J15020999+233033,214,holdout,False,,negative,negative:cosmos
J15021036+181648,215,holdout,False,,negative,negative:cosmos
J15021038+179129,19,holdout,False,,cowls,cowls:weak
J15021106+190577,20,design,False,,cowls,cowls:weak
J15021143+206291,216,holdout,False,,negative,negative:cosmos
J15021176+206835,217,holdout,False,,negative,negative:cosmos
J15021434+238041,218,design,False,,negative,negative:cosmos
J15021591+259018,219,design,False,,negative,negative:blank
J15021825+181565,21,design,False,,cowls,cowls:strong
J15021912+240750,220,holdout,False,,negative,negative:cosmos
J15022286+228385,221,design,False,,negative,negative:cosmos
J15022668+233120,222,holdout,False,,negative,negative:cosmos
J15023235+220569,223,design,False,,negative,negative:cosmos
J15023349+185115,224,design,False,,negative,negative:cosmos
J15023508+219868,225,holdout,False,,negative,negative:cosmos
J15023661+220719,40,holdout,False,,lit_galaxy,lit_galaxy
J15023990+256277,226,holdout,False,,negative,negative:cosmos
J15024474+236434,227,design,False,,negative,negative:cosmos
J15024530+184805,228,design,False,,negative,negative:cosmos
J15024531+206026,229,holdout,False,,negative,negative:cosmos
J15024826+251319,230,design,False,,negative,negative:cosmos
J15025376+189703,231,holdout,False,,negative,negative:cosmos
J15025386+227732,232,design,False,,negative,negative:cosmos
J15025415+193037,233,holdout,False,,negative,negative:cosmos
J15026528+186865,22,design,False,,cowls,cowls:weak
J15026559+192591,234,holdout,False,,negative,negative:cosmos
J15026619+228717,235,design,False,,negative,negative:cosmos
J15027379+184082,23,holdout,False,,cowls,cowls:weak
J15027737+204678,236,design,False,,negative,negative:cosmos
J15027845+184036,24,holdout,False,,cowls,cowls:marginal
J15028212+201630,237,holdout,False,,negative,negative:cosmos
J15028463+227882,238,design,False,,negative,negative:cosmos
J15028800+227695,239,holdout,False,,negative,negative:cosmos
J15028871+191005,25,holdout,False,,cowls,cowls:weak
J15028876+239133,240,design,False,,negative,negative:cosmos
J15029132+241079,241,holdout,False,,negative,negative:cosmos
J15029192+245172,242,holdout,False,,negative,negative:cosmos
J15029465+248871,243,design,False,,negative,negative:cosmos
J15030429+233435,244,design,False,,negative,negative:cosmos
J15030823+213392,245,holdout,False,,negative,negative:cosmos
J15031057+243121,246,holdout,False,,negative,negative:cosmos
J15031078+252823,247,design,False,,negative,negative:cosmos
J15031125+251191,26,design,False,,cowls,cowls:marginal
J15031246+209254,248,holdout,False,,negative,negative:cosmos
J15031280+200903,249,design,False,,negative,negative:cosmos
J15031714+252191,250,design,False,,negative,negative:cosmos
J15032014+201142,27,holdout,False,,cowls,cowls:weak
J15032015+222358,251,design,False,,negative,negative:cosmos
J15032370+221079,252,holdout,False,,negative,negative:cosmos
J15032903+249185,253,holdout,False,,negative,negative:cosmos
J15033062+242443,254,design,False,,negative,negative:cosmos
J15033658+232223,255,holdout,False,,negative,negative:cosmos
J15033701+227952,28,design,False,,cowls,cowls:strong
J15033735+241243,256,design,False,,negative,negative:cosmos
J15033790+250887,257,design,False,,negative,negative:cosmos
J15034829+240466,258,holdout,False,,negative,negative:cosmos
J15035452+199269,259,holdout,False,,negative,negative:cosmos
J15035707+224418,260,holdout,False,,negative,negative:cosmos
J15036067+198798,261,design,False,,negative,negative:cosmos
J15037005+241731,29,holdout,False,,cowls,cowls:marginal
J15037164+191384,262,holdout,False,,negative,negative:cosmos
J15037418+217704,263,holdout,False,,negative,negative:cosmos
J15037538+244169,264,design,False,,negative,negative:cosmos
J15037549+237083,30,holdout,False,,cowls,cowls:marginal
J15037978+249019,265,holdout,False,,negative,negative:cosmos
J15038166+223462,266,design,False,,negative,negative:cosmos
J15038208+191201,267,design,False,,negative,negative:cosmos
J15038453+194464,268,holdout,False,,negative,negative:cosmos
J15038569+198996,269,holdout,False,,negative,negative:cosmos
J15039056+235982,41,holdout,False,,lit_galaxy,lit_galaxy
J15039154+206131,270,holdout,False,,negative,negative:cosmos
J15039169+231652,271,design,False,,negative,negative:cosmos
J15039470+206832,272,design,False,,negative,negative:cosmos
J15039518+200815,273,design,False,,negative,negative:cosmos
J15040032+211637,274,holdout,False,,negative,negative:cosmos
J15040193+244503,275,holdout,False,,negative,negative:cosmos
J15040299+237880,276,holdout,False,,negative,negative:cosmos
J15040993+238226,277,holdout,False,,negative,negative:cosmos
J15041007+245339,278,holdout,False,,negative,negative:cosmos
J15041998+210898,31,holdout,False,,cowls,cowls:marginal
J15042176+241477,279,design,False,,negative,negative:cosmos
J15042265+240722,280,design,False,,negative,negative:cosmos
J15042277+241724,279,design,False,,negative,negative:cosmos
J15042536+212919,281,holdout,False,,negative,negative:cosmos
J15045053+239034,42,holdout,False,,lit_galaxy,lit_galaxy
J15045062+241999,282,design,False,,negative,negative:cosmos
J15045900+217094,283,design,False,,negative,negative:cosmos
J15047387+237589,284,design,False,,negative,negative:cosmos
J15053436+238213,285,design,False,,negative,negative:cosmos
J15053550+223961,43,design,False,,lit_galaxy,lit_galaxy
J15053909+243871,286,holdout,False,,negative,negative:cosmos
J15056095+211113,287,design,False,,negative,negative:blank
J1505653+2807180,288,design,False,,negative,negative:blank
J15114238+4121210,44,design,False,,lit_galaxy,lit_galaxy
J15194704+2123478,489,design,False,,stress_D,stress_D:merger
J15424724+3904547,289,design,False,,negative,negative:cluster
J15424914+3903022,290,design,False,,negative,negative:cluster
J15428066+3906060,490,holdout,False,,stress_D,stress_D:other
J15728190+2639074,291,holdout,False,,negative,negative:cluster
J16115660+3384869,292,holdout,False,,negative,negative:cluster
J16437127+5799513,293,design,False,,negative,negative:cluster
J16440195+5798696,491,design,False,,stress_D,stress_D:elliptical_nearmiss
J1655664+080458,492,holdout,False,,stress_D,stress_D:other
J16645992-1025916,294,holdout,False,,negative,negative:cluster
J16897851+148442,493,design,False,,stress_D,stress_D:elliptical_nearmiss
J17177791+4246398,295,holdout,False,,negative,negative:cluster
J17181656+4247705,45,holdout,False,,lit_cluster,lit_cluster
J17181955+4247729,45,holdout,False,,lit_galaxy,lit_galaxy
J17182440+4247148,296,holdout,False,,negative,negative:cluster
J17183353+4248564,297,design,False,,negative,negative:cluster
J17710747+5286937,494,holdout,False,,stress_D,stress_D:ring_spiral
J17738849+2238664,298,design,False,,negative,negative:cluster
J17739683+2241745,299,design,False,,negative,negative:cluster
J17740281+2243662,59,holdout,False,,lit_cluster,lit_cluster
J17741117+2235421,300,design,False,,negative,negative:cluster
J17769198-2805240,495,design,False,,stress_D,stress_D:merger
J17771018-2807261,301,design,False,,negative,negative:cluster
J17773035-2807155,302,design,False,,negative,negative:cluster
J17832181+791864,303,design,False,,negative,negative:cluster
J17832394+793591,304,design,False,,negative,negative:cluster
J17832474+792844,305,design,False,,negative,negative:cluster
J17832744+794424,306,holdout,False,,negative,negative:cluster
J17832857+791584,307,design,False,,negative,negative:cluster
J17833025+793252,46,design,False,,lit_galaxy,lit_galaxy
J17833172+794079,308,design,False,,negative,negative:cluster
J17833472+793279,309,holdout,False,,negative,negative:cluster
J18030075+2309921,560,design,True,prior_exposure_2|anchor,anchor,anchor
J18030108+2309932,560,design,True,anchor,anchor,anchor
J18030926+2311805,310,holdout,False,,negative,negative:cluster
J18031302+2310412,496,holdout,False,,stress_D,stress_D:merger
J18031643+2310548,311,holdout,False,,negative,negative:cluster
J18095026+476116,497,design,False,,stress_D,stress_D:other
J18156523-880609,312,design,False,,negative,negative:cluster
J18307996+2755490,313,design,False,,negative,negative:cluster
J18309657+2753443,527,holdout,False,,stress_U,stress_U:rank_101_300
J18534294+1156810,528,holdout,False,,stress_U,stress_U:rank_101_300
J18637708+1253803,314,holdout,False,,negative,negative:blank
J18716454+1177116,529,design,False,,stress_U,stress_U:rank_301_2024
J18754718+1369736,315,holdout,False,,negative,negative:blank
J18773188+1230425,316,design,False,,negative,negative:blank
J18775408+1232162,317,design,False,,negative,negative:blank
J18805344+1121596,561,design,True,prior_exposure_2|anchor,anchor,anchor
J18908112+6221462,498,design,False,,stress_D,stress_D:merger
J18918368+6235757,530,holdout,False,,stress_U,stress_U:rank_301_2024
J18920594+6222970,551,holdout,False,,anomalymatch,anomalymatch
J18928393+6223963,499,design,False,,stress_D,stress_D:ring_spiral
J18929636+6214276,531,design,False,,stress_U,stress_U:rank_101_300
J18937456+6221686,47,design,True,prior_exposure_2,lit_galaxy,lit_galaxy
J18942061+6225477,500,design,False,,stress_D,stress_D:ring_spiral
J19047436+1159098,532,design,False,,stress_U,stress_U:rank_101_300
J19066646+264375,318,design,False,,negative,negative:blank
J19449788+4704593,501,holdout,False,,stress_D,stress_D:other
J19450872+4704838,319,holdout,False,,negative,negative:cluster
J19651804+394694,320,design,False,,negative,negative:blank
J19776313-318483,321,design,False,,negative,negative:cluster
J19786421-133401,322,holdout,False,,negative,negative:cluster
J19786644-138569,323,design,False,,negative,negative:cluster
J19786762-134539,324,holdout,False,,negative,negative:cluster
J19786985-133179,325,design,False,,negative,negative:cluster
J19787708-135289,60,design,True,component_of:J19789495-132348,lit_cluster,lit_cluster
J19788340-132341,326,holdout,False,,negative,negative:cluster
J19788382-136056,327,holdout,False,,negative,negative:cluster
J19789495-132348,61,design,True,prior_exposure_2,lit_cluster,lit_cluster
J19789700-131503,328,holdout,False,,negative,negative:cluster
J20137194-1169361,329,design,False,,negative,negative:blank
J20150004+4811209,48,design,False,,lit_galaxy,lit_galaxy
J20381042+4099544,533,design,False,,stress_U,stress_U:rank_101_300
J20381475+4099553,330,design,False,,negative,negative:cluster
J20853843+7726394,502,holdout,False,,stress_D,stress_D:elliptical_nearmiss
J20940271-1094685,503,holdout,False,,stress_D,stress_D:ring_spiral
J20954380-1094330,562,design,True,prior_exposure_2|anchor,anchor,anchor
J20989131+6252676,331,holdout,False,,negative,negative:cluster
J20994672+6250747,332,holdout,False,,negative,negative:cluster
J20996068+6251811,333,design,False,,negative,negative:cluster
J20997471+6251502,334,holdout,False,,negative,negative:cluster
J20998800+6250300,335,design,False,,negative,negative:cluster
J21000126+1448989,534,holdout,False,,stress_U,stress_U:rank_101_300
J21025496+286266,336,design,False,,negative,negative:cluster
J21026192+286910,337,design,False,,negative,negative:cluster
J21026355+287185,62,design,True,component_of:J5186648-1343587,lit_cluster,lit_cluster
J21060768-456160,504,design,False,,stress_D,stress_D:other
J21062425-454519,338,design,False,,negative,negative:blank
J21369661+5478431,49,design,True,component_of:J5186648-1343587,lit_galaxy,lit_galaxy
J21513251+5297278,50,design,False,,lit_galaxy,lit_galaxy
J21594948+2407844,63,holdout,False,,lit_cluster,lit_cluster
J21595369+2410851,339,design,False,,negative,negative:cluster
J2230462-7356702,340,design,False,,negative,negative:blank
J2238085-7354339,535,holdout,False,,stress_U,stress_U:rank_301_2024
J2244764-7355900,341,design,False,,negative,negative:blank
J2293359-1358888,342,holdout,False,,negative,negative:cluster
J22957563-8151656,343,holdout,False,,negative,negative:cluster
J2295773-1360329,505,design,False,,stress_D,stress_D:merger
J2296284-1360772,344,design,False,,negative,negative:cluster
J22963308-8151071,506,design,False,,stress_D,stress_D:other
J2297755-1361783,345,design,False,,negative,negative:cluster
J23749412-7819092,64,holdout,False,,lit_cluster,lit_cluster
J23750859-7818481,346,design,False,,negative,negative:cluster
J2434723-845791,536,design,False,,stress_U,stress_U:rank_301_2024
J24394458-615181,347,holdout,False,,negative,negative:cluster
J24394722-614504,65,design,True,component_of:J5186648-1343587,lit_cluster,lit_cluster
J24396549-613061,348,holdout,False,,negative,negative:cluster
J24396818-613860,537,holdout,False,,stress_U,stress_U:rank_101_300
J24497103+5551791,507,design,False,,stress_D,stress_D:other
J2451719-2192351,66,holdout,False,,lit_cluster,lit_cluster
J24535312+3816912,349,design,False,,negative,negative:cluster
J24535925+3815145,350,holdout,False,,negative,negative:cluster
J2499094-592509,351,holdout,False,,negative,negative:cluster
J2500200-591829,352,holdout,False,,negative,negative:cluster
J2501506-591919,508,design,False,,stress_D,stress_D:elliptical_nearmiss
J26006978+3560730,67,design,True,component_of:J5186648-1343587,lit_cluster,lit_cluster
J26291130+2285701,353,design,False,,negative,negative:cluster
J26292001+2286748,538,holdout,False,,stress_U,stress_U:rank_101_300
J26452875+6010501,354,design,False,,negative,negative:cluster
J26828794+6516364,509,holdout,False,,stress_D,stress_D:ring_spiral
J26842354+6529667,539,design,False,,stress_U,stress_U:rank_301_2024
J26842894+6500621,355,holdout,False,,negative,negative:blank
J26872359+6526720,356,holdout,False,,negative,negative:blank
J26878429+6512698,357,holdout,False,,negative,negative:blank
J26881943+6508340,358,holdout,False,,negative,negative:blank
J2712616+603310,359,holdout,False,,negative,negative:blank
J2715947+603919,360,design,False,,negative,negative:blank
J2781430-5991827,361,design,False,,negative,negative:cluster
J2994026-883918,362,holdout,False,,negative,negative:cluster
J2994382-883235,510,design,False,,stress_D,stress_D:ring_spiral
J2994467-883826,363,holdout,False,,negative,negative:cluster
J30791374-4058431,51,design,True,prior_exposure_2,lit_galaxy,lit_galaxy
J30795315-4061637,364,holdout,False,,negative,negative:cluster
J30795372-4063256,511,holdout,False,,stress_D,stress_D:merger
J30798663-4063616,512,design,False,,stress_D,stress_D:elliptical_nearmiss
J30855626-5961162,365,design,False,,negative,negative:cluster
J31173025-1285736,540,design,False,,stress_U,stress_U:rank_101_300
J31540786-6139596,366,design,False,,negative,negative:cluster
J31974642-5092611,367,holdout,False,,negative,negative:cluster
J32235572-769186,68,design,True,component_of:J30791374-4058431,lit_cluster,lit_cluster
J32235757-764217,513,design,False,,stress_D,stress_D:other
J32239251+014889,368,design,False,,negative,negative:cluster
J32274389-4029641,369,design,False,,negative,negative:cluster
J32504288-2360261,370,holdout,False,,negative,negative:cluster
J32505778-2365549,69,design,True,component_of:J30791374-4058431,lit_cluster,lit_cluster
J32506550-2364801,371,design,False,,negative,negative:cluster
J32839345+1770589,70,design,True,component_of:J5186648-1343587,lit_cluster,lit_cluster
J33293430-381061,372,holdout,False,,negative,negative:cluster
J33294095-384652,373,holdout,False,,negative,negative:cluster
J33374238-1401069,374,holdout,False,,negative,negative:cluster
J33553245+2776222,375,design,False,,negative,negative:cluster
J33553554+2777264,376,holdout,False,,negative,negative:cluster
J33553573+2775986,52,design,False,,lit_galaxy,lit_galaxy
J34082780-959445,377,design,False,,negative,negative:cluster
J34083525-960110,378,holdout,False,,negative,negative:cluster
J34085055-957178,379,holdout,False,,negative,negative:cluster
J34134730+2815703,380,holdout,False,,negative,negative:cluster
J34134778+2813701,381,holdout,False,,negative,negative:cluster
J34161184-5841254,541,holdout,False,,stress_U,stress_U:rank_101_300
J3419143-502424,382,holdout,False,,negative,negative:blank
J34218133-4451973,71,holdout,False,,lit_cluster,lit_cluster
J34218541-4451866,383,design,False,,negative,negative:cluster
J34218891-4454040,72,holdout,False,,lit_cluster,lit_cluster
J3427601-522161,552,design,False,,anomalymatch,anomalymatch
J3436447-518695,384,holdout,False,,negative,negative:blank
J3439929-506933,385,design,False,,negative,negative:blank
J3440482-522486,53,design,True,prior_exposure_2,lit_galaxy,lit_galaxy
J3450491-496615,386,holdout,False,,negative,negative:blank
J346106-3033846,387,holdout,False,,negative,negative:cluster
J346358-3033553,388,holdout,False,,negative,negative:cluster
J34708269-218827,73,design,True,component_of:J30791374-4058431,lit_cluster,lit_cluster
J34709033-218772,74,design,True,component_of:J30791374-4058431,lit_cluster,lit_cluster
J34710108-218831,514,design,False,,stress_D,stress_D:elliptical_nearmiss
J348227-3033188,389,design,False,,negative,negative:cluster
J35125231-4120052,390,holdout,False,,negative,negative:cluster
J35126172-4117963,391,design,False,,negative,negative:cluster
J35128930-4120369,515,holdout,False,,stress_D,stress_D:ring_spiral
J35130795-4119766,392,design,False,,negative,negative:cluster
J35130905-4119242,393,holdout,False,,negative,negative:cluster
J353215-3036038,553,holdout,False,,anomalymatch,anomalymatch
J353435-3033214,394,design,False,,negative,negative:cluster
J353502-3038287,395,holdout,False,,negative,negative:cluster
J354843-3037348,396,design,False,,negative,negative:cluster
J355159-3037570,75,holdout,False,,lit_cluster,lit_cluster
J355421-3037629,75,holdout,False,,anomalymatch,anomalymatch
J356177-3043180,397,design,False,,negative,negative:cluster
J357816-3035939,554,design,False,,anomalymatch,anomalymatch
J357894-3039410,76,holdout,False,,stress_U,stress_U:rank_101_300
J358086-3053296,398,design,False,,negative,negative:cluster
J358138-3039391,76,holdout,False,,lit_cluster,lit_cluster
J35830404+2204845,399,design,False,,negative,negative:blank
J358306-3043352,555,holdout,False,,anomalymatch,anomalymatch
J358649-3036735,400,holdout,False,,negative,negative:cluster
J358813-3039505,77,holdout,False,,lit_cluster,lit_cluster
J359233-3034786,401,holdout,False,,negative,negative:cluster
J359549-3038866,556,holdout,False,,anomalymatch,anomalymatch
J359603-3035263,557,design,False,,anomalymatch,anomalymatch
J360954-3038210,558,design,False,,anomalymatch,anomalymatch
J362431-3036952,559,design,False,,anomalymatch,anomalymatch
J3644671+318345,402,holdout,False,,negative,negative:blank
J365031-3042229,403,design,False,,negative,negative:cluster
J3805492-4440113,404,holdout,False,,negative,negative:cluster
J3806901-4434926,542,design,False,,stress_U,stress_U:rank_101_300
J3807769-4433463,543,holdout,False,,stress_U,stress_U:rank_301_2024
J3809127-4434442,405,design,False,,negative,negative:cluster
J3809318-4435246,406,holdout,False,,negative,negative:cluster
J3868725-5852076,407,design,False,,negative,negative:cluster
J3996317-156579,78,holdout,False,,lit_cluster,lit_cluster
J3996588-153959,516,holdout,False,,stress_D,stress_D:merger
J3996912-158493,79,holdout,False,,lit_cluster,lit_cluster
J3996953-159313,408,design,False,,negative,negative:cluster
J3998844-162036,409,holdout,False,,negative,negative:cluster
J4001010-159844,410,design,False,,negative,negative:cluster
J4132208-5302079,411,design,False,,negative,negative:cluster
J4132913-5302499,412,holdout,False,,negative,negative:cluster
J4136642-5302087,413,holdout,False,,negative,negative:cluster
J4137775-5302746,414,design,False,,negative,negative:cluster
J4140028-5304771,415,holdout,False,,negative,negative:cluster
J4202043-352281,80,design,True,component_of:J30791374-4058431,lit_cluster,lit_cluster
J4312673-2101336,416,design,False,,negative,negative:cluster
J4355416-5896262,417,design,False,,negative,negative:cluster
J4355654-5895280,418,holdout,False,,negative,negative:cluster
J4356255-5894733,419,design,False,,negative,negative:cluster
J462970+1644463,544,holdout,False,,stress_U,stress_U:rank_101_300
J463478+1641766,420,design,False,,negative,negative:cluster
J465012+1637693,421,holdout,False,,negative,negative:cluster
J466009+1637185,422,design,False,,negative,negative:cluster
J466343+1639744,423,holdout,False,,negative,negative:cluster
J473538-4086871,424,design,False,,negative,negative:cluster
J474845-4087377,425,holdout,False,,negative,negative:cluster
