name,ra,dec,survey_key,grade_truth,binary_label,source,region,tractor_type,p_meta,leak,unit_id,image_path,image_path_v2r,render_sha,render_sha_v2r,truth_class,is_positive,is_stress,is_anchor,cowls_band,cowls_ranking,cowls_theta_E,known_lens_name,known_type,known_sep_arcsec,centre_is_deflector,layout,field_class,proposal,mag_r,prior_exposure,pipe_grade_passcount,pipe_inspector_conf,pipe_score,in_frame,half
J15037549+237083,150.3754922505767,2.370832344780458,jwst,,lens,truth_jwst,1727,,,no,u0113,golden/kits_truth/J15037549+237083.jpg,golden/kits_truth_v2r/J15037549+237083.jpg,377e160926be5115,9b012b951b47ab66,cowls,True,False,False,marginal,ABBBXX,,COSJ100130+022214,COWLS,0.02,True,color,cosmos,1727,19.325548,0,,,,True,holdout
J15041998+210898,150.4199805696762,2.108983854927861,jwst,,lens,truth_jwst,1727,,,no,u0242,golden/kits_truth/J15041998+210898.jpg,golden/kits_truth_v2r/J15041998+210898.jpg,e17e922b102fb70b,61c0ec0f32b955d7,cowls,True,False,False,marginal,AABBXX,0.6730365086772607,COSJ100140+020632,COWLS,0.053,True,color,cosmos,1727,19.267931,0,D,30.0,0.2846913974795019,True,holdout
J14987471+223116,149.8747052484105,2.23115561560286,jwst,,lens,truth_jwst,1727,,,no,u0188,golden/kits_truth/J14987471+223116.jpg,golden/kits_truth_v2r/J14987471+223116.jpg,4adc3eb5c5039cc2,f55aae5272c1ded2,lit_galaxy,True,False,False,,,,[FKC2008] COSMOS 5929+1352,SIMBAD:gLS,0.47,True,color,cosmos,1727,18.48735,0,D,38.0,0.3444838157047911,True,holdout
J14987954+204155,149.879539986246,2.041547916423178,jwst,,lens,truth_jwst,1727,,,no,u0088,golden/kits_truth/J14987954+204155.jpg,golden/kits_truth_v2r/J14987954+204155.jpg,ee80c69e798e775f,e8fe8818eba517f4,lit_galaxy,True,False,False,,,,[FKC2008] COSMOS 5931+0229,SIMBAD:gLS,0.59,True,color,cosmos,1727,19.3959,0,D,45.0,0.3955766985895441,True,holdout
J14992998+247126,149.9299772824238,2.471256233926246,jwst,,lens,truth_jwst,1727,,,no,,golden/kits_truth/J14992998+247126.jpg,golden/kits_truth_v2r/J14992998+247126.jpg,00af3964da146988,277e74c31b243162,lit_galaxy,True,False,False,,,,[FKC2008] COSMOS 5943+2816,SIMBAD:gLS,1.51,True,color,cosmos,1727,19.894882,0,,,,False,holdout
J14996269+221023,149.9626880043388,2.210227721866722,jwst,,lens,truth_jwst,1727,,,no,u0175,golden/kits_truth/J14996269+221023.jpg,golden/kits_truth_v2r/J14996269+221023.jpg,a94b3a5f8a9133c2,fffce4e7d7c42dd0,lit_galaxy,True,False,False,,,,[FKC2008] COSMOS 5951+1236,SIMBAD:gLS,1.06,True,color,cosmos,1727,18.788124,0,U,18.0,1.1948927969443663,True,holdout
J15004059+241551,150.0405915758345,2.415508830449455,jwst,,lens,truth_jwst,1727,,,no,u0106,golden/kits_truth/J15004059+241551.jpg,golden/kits_truth_v2r/J15004059+241551.jpg,4d01ba1c5126c8e0,c68f7adf0297c2d5,lit_galaxy,True,False,False,,,,[FKC2008] COSMOS 0009+2455,SIMBAD:gLS,1.04,True,color,cosmos,1727,20.060698,0,,,,True,holdout
J15005804+238042,150.0580404761531,2.380424982173611,jwst,,lens,truth_jwst,1727,,,no,u0165,golden/kits_truth/J15005804+238042.jpg,golden/kits_truth_v2r/J15005804+238042.jpg,87a3048e7e37d978,11c29d50195a4496,lit_galaxy,True,False,False,,,,[FKC2008] COSMOS 0013+2249,SIMBAD:gLS,0.69,True,color,cosmos,1727,18.64104,0,U,25.0,1.2443085447661917,True,holdout
J15015168+187204,150.151683914102,1.872035242137709,jwst,,lens,truth_jwst,1727,,,no,,golden/kits_truth/J15015168+187204.jpg,golden/kits_truth_v2r/J15015168+187204.jpg,2901e632c4d90711,bfd3eb0afb3a548d,lit_galaxy,True,False,False,,,,COSJ100036+015220,COWLS,1.72,True,color,cosmos,1727,20.674316,0,D,30.0,0.289579296080488,False,holdout
J15020525+185780,150.2052490207864,1.857803681373545,jwst,,lens,truth_jwst,1727,,,no,,golden/kits_truth/J15020525+185780.jpg,golden/kits_truth_v2r/J15020525+185780.jpg,b45b8b895994f01f,b34c31b70d1fc588,lit_galaxy,True,False,False,,,,[FKC2008] COSMOS 0049+5128,SIMBAD:gLS,0.9,True,color,cosmos,1727,19.9124,0,U,15.0,1.1700912532565426,False,holdout
J15023661+220719,150.236605398387,2.207188653305307,jwst,,lens,truth_jwst,1727,,,no,,golden/kits_truth/J15023661+220719.jpg,golden/kits_truth_v2r/J15023661+220719.jpg,44d129fc1b8b783e,ee4efdee51c18012,lit_galaxy,True,False,False,,,,[FKC2008] COSMOS 0056+1226,SIMBAD:gLS,1.28,True,color,cosmos,1727,19.223719,0,U,18.0,1.189783482824473,False,holdout
J15039056+235982,150.3905641125818,2.359821699756072,jwst,,lens,truth_jwst,1727,,,no,u0047,golden/kits_truth/J15039056+235982.jpg,golden/kits_truth_v2r/J15039056+235982.jpg,1dbe863d5c28e2d5,9cc7628dd37715d8,lit_galaxy,True,False,False,,,,[MCM2012] SA81,SIMBAD:gLS,0.64,True,color,cosmos,1727,20.36211,0,U,22.0,1.2261318909545245,True,holdout
J15045053+239034,150.4505281031289,2.390338494649539,jwst,,lens,truth_jwst,1727,,,no,,golden/kits_truth/J15045053+239034.jpg,golden/kits_truth_v2r/J15045053+239034.jpg,1e513e067c83d046,c0cb750d4ec891cd,lit_galaxy,True,False,False,,,,[FKC2008] COSMOS 0148+2325,SIMBAD:gLS,0.46,True,color,cosmos,1727,18.964514,0,U,25.0,1.2445973003639303,False,holdout
J15053550+223961,150.5354969459113,2.239611493910828,jwst,,lens,truth_jwst,6480,,,no,,golden/kits_truth/J15053550+223961.jpg,golden/kits_truth_v2r/J15053550+223961.jpg,86d2857c32f7f878,7b61d058b9c18914,lit_galaxy,True,False,False,,,,[FKC2008] COSMOS 0208+1422,SIMBAD:gLS,0.67,True,gray_sw_only,blank,6480,20.338108,0,,,,False,design
J15114238+4121210,151.14238362607307,41.21210082301774,jwst,,lens,truth_jwst,6675,,,no,u0127,golden/kits_truth/J15114238+4121210.jpg,golden/kits_truth_v2r/J15114238+4121210.jpg,c4a000bcb2a80c3d,d0a2a14562d1b14f,lit_galaxy,True,False,False,,,,QSO J1004+4112E,SIMBAD:LeQ,0.32,True,gray_lw_only,cluster,6675,19.39876,0,U,15.0,1.170997497603323,True,design
J17181955+4247729,171.81954803598782,42.47729317620737,jwst,,lens,truth_jwst,4744,,,no,,golden/kits_truth/J17181955+4247729.jpg,golden/kits_truth_v2r/J17181955+4247729.jpg,93c662278c39dd2f,cb68f2290331e3cd,lit_galaxy,True,False,False,,,,[CNL2018] PLCK G165.7+67.0 system,SIMBAD:gLS,1.15,True,color,cluster,4744,17.369009,0,U,22.0,1.2247055935030278,False,holdout
J17833025+793252,178.3302545271236,7.932517676396922,jwst,,lens,truth_jwst,6675,,,no,u0194,golden/kits_truth/J17833025+793252.jpg,golden/kits_truth_v2r/J17833025+793252.jpg,9070cd4b61658f05,c0aa90896157206c,lit_galaxy,True,False,False,,,,COOL J1153+0755 source,SIMBAD:LeQ,0.2,True,gray_lw_only,cluster,6675,18.006102,0,U,18.0,1.1930946313107846,True,design
J18937456+6221686,189.37455955185345,62.21686439068247,jwst,,lens,truth_jwst,6434,,,no,u0189,golden/kits_truth/J18937456+6221686.jpg,golden/kits_truth_v2r/J18937456+6221686.jpg,6eddebb65be9932f,5ebf16d256386e2e,lit_galaxy,True,False,False,,,,GDS J123730+621301,top100:known,0.05,True,color,blank,6434,20.44617,2,B,62.0,3.585238787906116,True,design
J20150004+4811209,201.5000372412647,48.1120879030932,jwst,,lens,truth_jwst,6675,,,no,u0162,golden/kits_truth/J20150004+4811209.jpg,golden/kits_truth_v2r/J20150004+4811209.jpg,fa611ff53d4aa8d6,fc85ed758740d945,lit_galaxy,True,False,False,,,,[SKE2019] SDSS J1326+4806,SIMBAD:gLS,0.02,True,gray_lw_only,cluster,6675,17.963633,0,U,15.0,1.17032646397292,True,design
J21369661+5478431,213.69660935344223,54.784308448046666,jwst,,lens,truth_jwst,5594,,,no,u0157,golden/kits_truth/J21369661+5478431.jpg,golden/kits_truth_v2r/J21369661+5478431.jpg,524bbc73aaeeaa93,35de1b410297c81f,lit_galaxy,True,False,False,,,,[MCM2012] SA100,SIMBAD:gLS,0.5,True,color,cluster,5594,19.180634,0,,,,True,design
J21513251+5297278,215.13250891206903,52.9727778334425,jwst,,lens,truth_jwst,1345,,,no,u0033,golden/kits_truth/J21513251+5297278.jpg,golden/kits_truth_v2r/J21513251+5297278.jpg,86d9805e881a6e5e,b7215f8641ba8c4b,lit_galaxy,True,False,False,,,,VIRTUAL PARENT SL2S J142031+525822,SIMBAD:gLS,0.02,True,color,blank,1345,19.25312,0,D,35.0,0.3238825043297066,True,design
J30791374-4058431,307.9137443956342,-40.58430646165332,jwst,,lens,truth_jwst,6882,,,desi_train,u0005,golden/kits_truth/J30791374-4058431.jpg,golden/kits_truth_v2r/J30791374-4058431.jpg,49fbed1318111056,f2a3b55ba9ccf9dc,lit_galaxy,True,False,False,,,,DESI-307.9137-40.5843,top100:known,0.0,True,color,cluster,6882,19.758026,2,A,75.0,3.6846804791368246,True,design
J33553573+2775986,335.5357343528392,27.75986342442562,jwst,,lens,truth_jwst,6675,,,desi_train,,golden/kits_truth/J33553573+2775986.jpg,golden/kits_truth_v2r/J33553573+2775986.jpg,65c50e095fe73211,640ae6f6b39d2aa7,lit_galaxy,True,False,False,,,,CSWA 159,SIMBAD:gLS,0.12,True,gray_lw_only,cluster,6675,18.392624,0,U,20.0,1.2074015441542998,False,design
J3440482-522486,34.40481690330265,-5.224857503856148,jwst,,lens,truth_jwst,1837,,,no,u0138,golden/kits_truth/J3440482-522486.jpg,golden/kits_truth_v2r/J3440482-522486.jpg,781c5519ddd0066e,b428522124babe07,lit_galaxy,True,False,False,,,,VIRTUAL PARENT SL2S J021737-051329,SIMBAD:gLS,0.97,True,color,blank,1837,20.409578,2,A,95.0,3.835004583786849,True,design
J5186322-1343964,51.86322261681574,-13.43964190160108,jwst,,lens,truth_jwst,5594,,,no,u0081,golden/kits_truth/J5186322-1343964.jpg,golden/kits_truth_v2r/J5186322-1343964.jpg,7339a4240850ff7d,93bdb94a11f93d40,lit_galaxy,True,False,False,,,,VIRTUAL PARENT RCS2 J032727-132623 gLS,SIMBAD:gLS,1.87,True,color,cluster,5594,18.969246,0,U,25.0,1.2433051920621148,True,design
J5376680-1946429,53.76679526830686,-19.46428888128074,jwst,,lens,truth_jwst,6675,,,no,u0248,golden/kits_truth/J5376680-1946429.jpg,golden/kits_truth_v2r/J5376680-1946429.jpg,8c2875c05e41e145,4d5252b3bca62e34,lit_galaxy,True,False,False,,,,COOL J0335-1927 lens,SIMBAD:gLe,0.62,True,gray_lw_only,cluster,6675,20.680483,0,,,,True,design
J6403415-2406677,64.03414855638412,-24.0667743974585,jwst,,lens,truth_jwst,5890,,,no,u0069,golden/kits_truth/J6403415-2406677.jpg,golden/kits_truth_v2r/J6403415-2406677.jpg,b6ae7649cc46be95,a40ac3fe6919645b,lit_galaxy,True,False,False,,,,MACS J0416.1-2403 ID14,top100:known,0.8,True,color,cluster,5890,20.99341,1,C,30.0,2.2876250490139367,True,holdout
J803918+1811554,8.03917677390878,18.11553828420084,jwst,,lens,truth_jwst,6882,,,no,,golden/kits_truth/J803918+1811554.jpg,golden/kits_truth_v2r/J803918+1811554.jpg,e8da48cbffe5092f,6fc1eba8339d0469,lit_galaxy,True,False,False,,,,VIRTUAL PARENT MCS J0032.1+1808,SIMBAD:gLS,1.46,True,color,cluster,6882,18.04334,0,U,22.0,1.2249807626513776,False,design
J10939809+3775146,109.39808653206184,37.751456931502105,jwst,,lens,truth_jwst,6882,,,desi_train,u0101,golden/kits_truth/J10939809+3775146.jpg,golden/kits_truth_v2r/J10939809+3775146.jpg,d4d89aa3e7501153,887b3ceb6cf4edf7,lit_cluster,True,False,False,,,,[BIO2017] M0717I-7355245042,SIMBAD:LeG,1.01,False,color,cluster,6882,19.954962,0,U,18.0,1.1966762461436795,True,design
J17181656+4247705,171.81656206341643,42.47704782157549,jwst,,lens,truth_jwst,4744,,,no,,golden/kits_truth/J17181656+4247705.jpg,golden/kits_truth_v2r/J17181656+4247705.jpg,8242e1bfc18202e8,e63eb0a0e9fb61e8,lit_cluster,True,False,False,,,,[CNL2018] PLCK G165.7+67.0 8.3,SIMBAD:LeG,1.98,False,color,cluster,4744,19.34081,0,,,,False,holdout
J17740281+2243662,177.4028120662046,22.43662029558182,jwst,,lens,truth_jwst,1199,,,no,u0104,golden/kits_truth/J17740281+2243662.jpg,golden/kits_truth_v2r/J17740281+2243662.jpg,6b30b88a5a1ad650,7c947001b6980852,lit_cluster,True,False,False,,,,[DRJ2018] MACS1149 A.1,SIMBAD:LeI,0.93,True,color,cluster,1199,20.516108,0,D,38.0,0.3459292400400877,True,holdout
J19787708-135289,197.877075537406,-1.352893287808494,jwst,,lens,truth_jwst,5782,,,no,,golden/kits_truth/J19787708-135289.jpg,golden/kits_truth_v2r/J19787708-135289.jpg,d7fb8621d2602b99,973bf0f4ed491277,lit_cluster,True,False,False,,,,[BBC2005] 4.2,SIMBAD:LeG,1.67,False,color,cluster,5782,19.637735,0,,,,False,design
J19789495-132348,197.894952382993,-1.323477683109878,jwst,,lens,truth_jwst,5782,,,no,u0002,golden/kits_truth/J19789495-132348.jpg,golden/kits_truth_v2r/J19789495-132348.jpg,ce71923e4e8f9fb6,a436317a3bbad2da,lit_cluster,True,False,False,,,,[LRJ2007] Galaxy 4,top100:known,,False,color,cluster,5782,19.00266,2,B,32.0,3.2989171951791203,True,design
J21026355+287185,210.2635525361653,2.871850660860053,jwst,,lens,truth_jwst,5594,,,no,u0018,golden/kits_truth/J21026355+287185.jpg,golden/kits_truth_v2r/J21026355+287185.jpg,6e3fc3a61195ab07,2adf0085bcffbee5,lit_cluster,True,False,False,,,,[RSK2010] A 1835 2.2,SIMBAD:LeG,1.58,False,color,cluster,5594,19.695482,0,,,,True,design
J21594948+2407844,215.9494791826706,24.07843810229991,jwst,,lens,truth_jwst,1208,,,no,,golden/kits_truth/J21594948+2407844.jpg,golden/kits_truth_v2r/J21594948+2407844.jpg,f49b41957c9209e4,d7fd6e0745636661,lit_cluster,True,False,False,,,,[ZFM2015] M1423 3.5,SIMBAD:LeI,1.98,False,color,cluster,1208,18.272808,0,U,15.0,1.1693633635352252,False,holdout
J23749412-7819092,237.4941224648159,-78.19092391264655,jwst,,lens,truth_jwst,2555,,,no,u0209,golden/kits_truth/J23749412-7819092.jpg,golden/kits_truth_v2r/J23749412-7819092.jpg,826c47245d6a497f,314be0d96ac48e4a,lit_cluster,True,False,False,,,,[DAG2016] PSZ1 G311.65-18.48 S3,SIMBAD:LeG,0.43,True,color,cluster,2555,20.549026,0,,,,True,holdout
J24394722-614504,243.9472247512944,-6.145036830801844,jwst,,lens,truth_jwst,5594,,,no,u0203,golden/kits_truth/J24394722-614504.jpg,golden/kits_truth_v2r/J24394722-614504.jpg,09ea52d1a4d21b41,d87ab7b226b05505,lit_cluster,True,False,False,,,,[RGL2020] A2163 4d,SIMBAD:LeG,0.66,True,color,cluster,5594,18.60417,0,D,38.0,0.3459696976370744,True,design
J2451719-2192351,24.51718655259729,-21.92351189156052,jwst,,lens,truth_jwst,6549,,,no,u0171,golden/kits_truth/J2451719-2192351.jpg,golden/kits_truth_v2r/J2451719-2192351.jpg,af658ed6344471c8,025259f21a429d42,lit_cluster,True,False,False,,,,[RBP2021] 3.1,SIMBAD:LeG,0.75,True,color,blank,6549,18.577656,0,U,15.0,1.1734947280225918,True,holdout
