campaign,name,ra_deg,dec_deg,outcome,detail,candidate_provenance,source_ref
foundry_i_hst,DESI-245.7514+21.6226,245.7514,21.6226,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 23.71+/-0.02",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-246.0062+01.4836,246.0062,1.4836,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 24.97+/-0.04",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-252.9173+28.0881,252.9173,28.0881,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 24.45+/-0.03",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-254.4235+34.8162,254.4235,34.8162,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 24.00+/-0.02; HST image possibly reveals a radial counter-arc very close to the lensing galaxy",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-257.4348+31.9046,257.4348,31.9046,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 24.13+/-0.02",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-259.8396+24.6880,259.8396,24.6880,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 24.94+/-0.04",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-278.8338+46.1076,278.8338,46.1076,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 23.52+/-0.02",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-293.9927+58.1525,293.9927,58.1525,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 26.15+/-0.06",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-310.8019-06.1649,310.8019,-6.1649,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 23.86+/-0.02",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-327.8408+13.7884,327.8408,13.7884,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 23.67+/-0.02; group lens; triply imaged background spiral, possible naked-cusp configuration",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-329.6820+02.9584,329.6820,2.9584,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 23.91+/-0.02",,arXiv:2502.03455 Table 1
foundry_i_hst,DESI-349.5492-11.1012,349.5492,-11.1012,confirmed_lens,"HST WFC3/IR F140W SNAP GO-15867 (3x399.23 s); arc(s) revealed, confirmed strong lens; brightest-arc F140W isophotal mag 25.33+/-0.04",,arXiv:2502.03455 Table 1
