campaign,name,ra_deg,dec_deg,outcome,detail,candidate_provenance,source_ref
euclid_q1_modeling,102158889_2677624236654538082,267.762423658248,65.45380829154423,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.45 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J175102.98+652713.6 (matched Q1 catalog at 0.09 arcsec); also in Q1 release successful-model set: theta_E_eff=1.41 arcsec (median PDF)","Q1 catalog grade=A, expert_score=2.988 (17 votes); SLDE-B category A (VI score 1.9)",arXiv:2503.15325 Table 1 (cat A); Zenodo 10.5281/zenodo.15025832 modeling_lens_mass.csv
euclid_q1_modeling,102159776_2711220936669189145,271.12209364755324,66.91891459077462,inconclusive,SLDE-B automated modelling FAILED (Model=N/-); paper: modeller failure is not evidence of non-lens (can fail on true lenses due to group-scale halos or foreground contamination); SLDE-B name EUCL J180429.32+665508.1 (matched Q1 catalog at 0.14 arcsec); Q1 release archive membership: group.zip,"Q1 catalog grade=B, expert_score=1.701 (10 votes); SLDE-B category A (VI score 1.9)",arXiv:2503.15325 Table 1 (cat A); Zenodo 10.5281/zenodo.15025832
euclid_q1_modeling,EUCL J175255.67+672542.9,268.231987,67.428601,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.47 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category A (VI score 1.85),arXiv:2503.15325 Table 1 (cat A)
euclid_q1_modeling,EUCL J175358.41+670342.2,268.493385,67.061738,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.7 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category A (VI score 1.8),arXiv:2503.15325 Table 1 (cat A)
euclid_q1_modeling,102159487_2702648437664620342,270.264843798001,66.46203422228521,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.8 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J180103.57+662743.2 (matched Q1 catalog at 0.07 arcsec); also in Q1 release successful-model set: theta_E_eff=1.73 arcsec (median PDF)","Q1 catalog grade=A, expert_score=2.383 (10 votes); SLDE-B category A (VI score 1.8)",arXiv:2503.15325 Table 1 (cat A); Zenodo 10.5281/zenodo.15025832 modeling_lens_mass.csv
euclid_q1_modeling,102159484_2665581065664778853,266.55810653587696,66.47788537074143,inconclusive,SLDE-B automated modelling FAILED (Model=N/-); paper: modeller failure is not evidence of non-lens (can fail on true lenses due to group-scale halos or foreground contamination); DESI archival spectrum: source emission line OII at z=1.303; SLDE-B name EUCL J174613.92+662840.2 (matched Q1 catalog at 0.18 arcsec); Q1 release archive membership: unsuccess.zip,"Q1 catalog grade=B, expert_score=1.779 (9 votes); SLDE-B category A (VI score 1.65)",arXiv:2503.15325 Table 1 (cat A); Zenodo 10.5281/zenodo.15025832
euclid_q1_modeling,102158586_2708339084650317253,270.8339084172371,65.03172533859782,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.47 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J180320.15+650154.2 (matched Q1 catalog at 0.08 arcsec)","Q1 catalog grade=C, expert_score=1.189 (10 votes); SLDE-B category A (VI score 1.65)",arXiv:2503.15325 Table 1 (cat A)
euclid_q1_modeling,EUCL J175735.27+662105.8,269.396979,66.35162,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.64 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category A (VI score 1.55),arXiv:2503.15325 Table 1 (cat A)
euclid_q1_modeling,102158891_2698899135652599785,269.8899135840037,65.2599785081468,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.18 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J175933.58+651535.8 (matched Q1 catalog at 0.05 arcsec); Q1 release archive membership: unsuccess.zip","Q1 catalog grade=A, expert_score=2.032 (9 votes); SLDE-B category A (VI score 1.5)",arXiv:2503.15325 Table 1 (cat A); Zenodo 10.5281/zenodo.15025832
euclid_q1_modeling,EUCL J180321.25+642828.2,270.83856,64.474516,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.77 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category A (VI score 1.45),arXiv:2503.15325 Table 1 (cat A)
euclid_q1_modeling,102159189_2670264740661969458,267.02647405860614,66.19694583301239,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.31 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J174806.36+661149.0 (matched Q1 catalog at 0.06 arcsec)","Q1 catalog grade=C, expert_score=1.159 (10 votes); SLDE-B category A (VI score 1.4)",arXiv:2503.15325 Table 1 (cat A)
euclid_q1_modeling,EUCL J175032.01+633251.1,267.633377,63.547552,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.49 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category A (VI score 1.4),arXiv:2503.15325 Table 1 (cat A)
euclid_q1_modeling,102159189_2669674055661286334,266.9674055993545,66.12863341360313,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.3 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J174752.17+660743.0 (matched Q1 catalog at 0.02 arcsec); also in Q1 release successful-model set: theta_E_eff=1.24 arcsec (median PDF)","Q1 catalog grade=A, expert_score=2.244 (10 votes); SLDE-B category A (VI score 1.3)",arXiv:2503.15325 Table 1 (cat A); Zenodo 10.5281/zenodo.15025832 modeling_lens_mass.csv
euclid_q1_modeling,outside_teymoor_saifollahi_2,273.645,65.702,inconclusive,SLDE-B automated modelling FAILED (Model=N/-); paper: modeller failure is not evidence of non-lens (can fail on true lenses due to group-scale halos or foreground contamination); SLDE-B name EUCL J181434.70+654207.1 (matched Q1 catalog at 0.61 arcsec),"Q1 catalog grade=A, expert_score=2.010 (10 votes), subset=q1_serendiptous; SLDE-B category A (VI score 1.25)",arXiv:2503.15325 Table 1 (cat A)
euclid_q1_modeling,EUCL J180723.52+650732.4,271.848021,65.125671,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.08 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category A (VI score 1.2),arXiv:2503.15325 Table 1 (cat A)
euclid_q1_modeling,102159189_2664883423659424440,266.48834238126096,65.94244402775118,inconclusive,SLDE-B automated modelling FAILED (Model=N/-); paper: modeller failure is not evidence of non-lens (can fail on true lenses due to group-scale halos or foreground contamination); SLDE-B name EUCL J174557.20+655632.7 (matched Q1 catalog at 0.05 arcsec),"Q1 catalog grade=C, expert_score=1.232 (17 votes); SLDE-B category B (VI score 1.15)",arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J175605.62+635749.9,269.023418,63.963877,inconclusive,SLDE-B automated modelling FAILED (Model=N/-); paper: modeller failure is not evidence of non-lens (can fail on true lenses due to group-scale halos or foreground contamination),not in Q1 discovery-engine catalog; SLDE-B category B (VI score 1.1),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,102157954_2679576312639125362,267.95763121804384,63.9125362457922,inconclusive,SLDE-B automated modelling FAILED (Model=N/-); paper: modeller failure is not evidence of non-lens (can fail on true lenses due to group-scale halos or foreground contamination); SLDE-B name EUCL J175149.82+635445.1 (matched Q1 catalog at 0.03 arcsec); Q1 release archive membership: unsuccess.zip,"Q1 catalog grade=A, expert_score=2.108 (10 votes); SLDE-B category B (VI score 1.05)",arXiv:2503.15325 Table 2 (cat B); Zenodo 10.5281/zenodo.15025832
euclid_q1_modeling,102159488_2715904729665064695,271.5904729815268,66.5064695088448,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.43 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J180621.71+663023.3 (matched Q1 catalog at 0.06 arcsec); also in Q1 release successful-model set: theta_E_eff=1.39 arcsec (median PDF)","Q1 catalog grade=A, expert_score=2.055 (10 votes); SLDE-B category B (VI score 1)",arXiv:2503.15325 Table 2 (cat B); Zenodo 10.5281/zenodo.15025832 modeling_lens_mass.csv
euclid_q1_modeling,102159486_2691401316663846892,269.14013160547006,66.38468926649463,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.99 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J175633.58+662304.9 (matched Q1 catalog at 0.27 arcsec)","Q1 catalog grade=C, expert_score=1.050 (11 votes); SLDE-B category B (VI score 1)",arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J174704.75+655341.9,266.769824,65.894996,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.54 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category B (VI score 1),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J175943.34+642612.6,269.930605,64.436846,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.75 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.95),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J180843.14+660735.6,272.179785,66.126567,non_lens,SLDE-B automated modelling succeeded but experts determined the system is NOT a strong lens based on the model (Model=Y/N); one of 6 grade-B systems ruled out by modelling,not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.95),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J180216.86+652534.4,270.570265,65.426239,inconclusive,SLDE-B automated modelling FAILED (Model=N/-); paper: modeller failure is not evidence of non-lens (can fail on true lenses due to group-scale halos or foreground contamination),not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.95),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J180313.84+652307.4,270.807705,65.385405,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.73 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.95),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,102159488_2711554470664543031,271.15544702340566,66.45430312562245,non_lens,SLDE-B automated modelling succeeded but experts determined the system is NOT a strong lens based on the model (Model=Y/N); one of 6 grade-B systems ruled out by modelling; SLDE-B name EUCL J180437.00+662706.1 (matched Q1 catalog at 9.54 arcsec),"Q1 catalog grade=C, expert_score=1.210 (10 votes); SLDE-B category B (VI score 0.9)",arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J180612.19+645019.6,271.550799,64.838791,inconclusive,SLDE-B automated modelling FAILED (Model=N/-); paper: modeller failure is not evidence of non-lens (can fail on true lenses due to group-scale halos or foreground contamination),not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.9),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,102158891_2701971872653035695,270.197187279649,65.30356956325488,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.48 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J180047.32+651812.8 (matched Q1 catalog at 0.02 arcsec)","Q1 catalog grade=C, expert_score=0.944 (10 votes); SLDE-B category B (VI score 0.9)",arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J174610.78+660738.9,266.544935,66.127475,inconclusive,SLDE-B automated modelling FAILED (Model=N/-); paper: modeller failure is not evidence of non-lens (can fail on true lenses due to group-scale halos or foreground contamination),not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.85),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J180820.52+653931.5,272.085531,65.658777,inconclusive,SLDE-B automated modelling FAILED (Model=N/-); paper: modeller failure is not evidence of non-lens (can fail on true lenses due to group-scale halos or foreground contamination),not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.85),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,102159192_2704698077659154166,270.46980775235585,65.91541666896089,non_lens,"SLDE-B automated modelling succeeded but experts determined the system is NOT a strong lens based on the model (Model=Y/N); one of 6 grade-B systems ruled out by modelling; DESI archival spectrum: second galaxy at z~0.48 vs lens z=0.36, supporting the non-lens verdict; SLDE-B name EUCL J180152.75+655455.5 (matched Q1 catalog at 0.02 arcsec)","Q1 catalog grade=C, expert_score=1.114 (10 votes); SLDE-B category B (VI score 0.85)",arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J174949.02+661347.5,267.454275,66.229872,non_lens,SLDE-B automated modelling succeeded but experts determined the system is NOT a strong lens based on the model (Model=Y/N); one of 6 grade-B systems ruled out by modelling,not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.85),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,102159488_2721675492663841067,272.1675492168443,66.38410673982028,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.92 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J180840.24+662302.8 (matched Q1 catalog at 0.21 arcsec)","Q1 catalog grade=C, expert_score=1.022 (10 votes); SLDE-B category B (VI score 0.8)",arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J175614.34+644858.5,269.059778,64.816274,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.92 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.8),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J175935.63+663355.5,269.898476,66.56543,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.87 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.8),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J175408.25+651709.9,268.534402,65.286092,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.95 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.8),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J175141.40+643510.4,267.922538,64.586238,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.1 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.75),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,102160058_2690177088672937227,269.01770880905895,67.29372273099628,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.86 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J175604.25+671737.3 (matched Q1 catalog at 0.04 arcsec); also in Q1 release successful-model set: theta_E_eff=0.27 arcsec (median PDF)","Q1 catalog grade=B, expert_score=1.617 (9 votes); SLDE-B category B (VI score 0.7)",arXiv:2503.15325 Table 2 (cat B); Zenodo 10.5281/zenodo.15025832 modeling_lens_mass.csv
euclid_q1_modeling,EUCL J175811.62+664928.9,269.54844,66.824712,non_lens,SLDE-B automated modelling succeeded but experts determined the system is NOT a strong lens based on the model (Model=Y/N); one of 6 grade-B systems ruled out by modelling,not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.7),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J180931.75+654000.5,272.382329,65.666818,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.14 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.7),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,102159487_2706682050664328480,270.66820502045954,66.43284801548677,non_lens,SLDE-B automated modelling succeeded but experts determined the system is NOT a strong lens based on the model (Model=Y/N); one of 6 grade-B systems ruled out by modelling; SLDE-B name EUCL J180240.36+662558.1 (matched Q1 catalog at 0.06 arcsec),"Q1 catalog grade=C, expert_score=0.802 (10 votes); SLDE-B category B (VI score 0.7)",arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J175038.20+662519.9,267.659169,66.422196,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=1.03 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.7),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,102159192_2700068627658889119,270.0068627720822,65.88891190927127,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.94 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J180001.63+655320.1 (matched Q1 catalog at 0.09 arcsec)","Q1 catalog grade=C, expert_score=0.810 (10 votes); SLDE-B category B (VI score 0.7)",arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,EUCL J175549.29+655935.7,268.95538,65.993254,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=2.38 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic",not in Q1 discovery-engine catalog; SLDE-B category B (VI score 0.7),arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,102157634_2706632938634139885,270.6632938615214,63.41398851493622,confirmed_lens,"SLDE-B automated modelling (PyAutoLens SIE+shear) succeeded and experts confirmed lens based on the model (Model=Y/Y); theta_E=0.72 arcsec; confirmation is modelling+expert-inspection based, not spectroscopic; SLDE-B name EUCL J180239.20+632450.3 (matched Q1 catalog at 0.10 arcsec)","Q1 catalog grade=C, expert_score=1.444 (10 votes); SLDE-B category B (VI score 0.7)",arXiv:2503.15325 Table 2 (cat B)
euclid_q1_modeling,102018665_NEG570040238507752998,57.00402384909541,-50.77529982012066,inconclusive,"successfully modelled by Euclid Strong Lens Modelling Pipeline (SIE+shear): theta_E_eff=0.82 arcsec (1sigma 0.79-0.85); in Zenodo successful-model set (335 objects); release README: 'we hope that nearly all are strong lenses', but per-object lens/non-lens judgement is unpublished; SLDE-A aggregate: 488 A/B candidates modelled, 374 successful, 315 judged lenses, 59 judged non-lens; per-object judgements not published","Q1 catalog grade=A, expert_score=2.046 (10 votes)",arXiv:2503.15324 Sect. 7.2; Zenodo 10.5281/zenodo.15025832 modeling_lens_mass.csv+lens.zip
euclid_q1_modeling,102018665_NEG575758716509311713,57.57587163373043,-50.93117135678407,inconclusive,"cutout mis-centred, which broke lens modelling (Zenodo recenter.zip, 18 objects); no modelling verdict; SLDE-A aggregate: 488 A/B candidates modelled, 374 successful, 315 judged lenses, 59 judged non-lens; per-object judgements not published","Q1 catalog grade=B, expert_score=1.835 (10 votes)",arXiv:2503.15324 Sect. 7.2; Zenodo 10.5281/zenodo.15025832 recenter.zip
euclid_q1_modeling,102018665_NEG576731213511114485,57.673121347036805,-51.11144854158032,inconclusive,"successfully modelled by Euclid Strong Lens Modelling Pipeline (SIE+shear): theta_E_eff=0.99 arcsec (1sigma 0.98-0.99); in Zenodo successful-model set (335 objects); release README: 'we hope that nearly all are strong lenses', but per-object lens/non-lens judgement is unpublished; SLDE-A aggregate: 488 A/B candidates modelled, 374 successful, 315 judged lenses, 59 judged non-lens; per-object judgements not published","Q1 catalog grade=B, expert_score=1.600 (10 votes)",arXiv:2503.15324 Sect. 7.2; Zenodo 10.5281/zenodo.15025832 modeling_lens_mass.csv+lens.zip
