campaign,name,ra_deg,dec_deg,outcome,detail,candidate_provenance,source_ref
euclid_q1_nisp,102045464_NEG515803462270682480,51.58034629682901,-27.06824809575101,confirmed_lens,"z_src=1.992 (v6d posterior MAP, 68%CI_w=1.31, FoF-Gold); z_def=0.613 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.872 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.875; P(z_src>z_def)=0.90",grade=B;expert_score=1.510;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042913_NEG515847139291141021,51.58471391404591,-29.114102191323457,confirmed_lens,"z_src=2.702 (v6d posterior MAP, 68%CI_w=1.67, FoF-Silver); z_def=0.569 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.272 (CaII-triplet posterior, 68%CI_w=0.78, FoF-Silver); P(z_src>z_def)=0.99",grade=A;expert_score=2.056;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042913_NEG516249178292373011,51.62491780564062,-29.23730114505462,inconclusive,"z_src=2.000 (v6d posterior MAP, 68%CI_w=1.10, FoF-Gold); z_def_nisp_v6d=1.244 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); P(z_src>z_def)=0.80",grade=B;expert_score=1.683;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102043546_NEG516559001286493665,51.65590011467211,-28.6493665056946,confirmed_lens,"z_src=2.314 (v6d posterior MAP, 68%CI_w=0.99, FoF-Platinum); z_def=0.677 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.276 (CaII-triplet posterior, 68%CI_w=0.79, FoF-Silver); z_def_grizli=0.690; P(z_src>z_def)=0.98",grade=B;expert_score=1.590;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042282_NEG517070963297124785,51.707096352182745,-29.712478588163005,inconclusive,"z_def=0.411 (adopted, Euclid PHZ MODE_1 photo-z); z_def_grizli=0.420",grade=B;expert_score=1.692;votes=11,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042913_NEG518198793288220397,51.81987931988373,-28.82203972762372,confirmed_lens,"z_src=0.654 (v6d posterior MAP, 68%CI_w=1.09, FoF-Gold); z_def=0.610 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.402 (CaII-triplet posterior, 68%CI_w=0.81, FoF-Silver); z_def_grizli=0.670; P(z_src>z_def)=0.94",grade=B;expert_score=1.841;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042283_NEG518770667295125494,51.87706671211459,-29.512549467386364,confirmed_lens,"z_src=1.348 (v6d posterior MAP, 68%CI_w=1.20, FoF-Gold); z_def=0.634 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.632 (CaII-triplet posterior, 68%CI_w=0.84, FoF-Bronze); z_def_grizli=0.660; P(z_src>z_def)=0.94",grade=A;expert_score=2.358;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102044823_NEG519633334274259646,51.963333406311975,-27.425964645733604,confirmed_lens,"z_src=2.482 (v6d posterior MAP, 68%CI_w=0.87, FoF-Platinum); z_def=0.632 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.344 (CaII-triplet posterior, 68%CI_w=0.77, FoF-Silver); P(z_src>z_def)=1.00",grade=A;expert_score=2.959;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042913_NEG520471782290867053,52.04717824679261,-29.08670539117257,inconclusive,"z_src=0.676 (v6d posterior MAP, 68%CI_w=1.28, FoF-Gold); z_def_nisp_v6d=0.398 (CaII-triplet posterior, 68%CI_w=0.66, FoF-Gold); z_def_grizli=0.440; P(z_src>z_def)=0.97",grade=A;expert_score=2.390;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042283_NEG520608563295081214,52.0608563513396,-29.50812141969979,inconclusive,"z_def=0.423 (adopted, Euclid PHZ MODE_1 photo-z)",grade=B;expert_score=1.536;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042914_NEG520791097292457766,52.07910976293189,-29.24577660750816,confirmed_lens,"z_src=1.394 (v6d posterior MAP, 68%CI_w=0.72, FoF-Bronze); z_def=0.839 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.260 (CaII-triplet posterior, 68%CI_w=0.90, FoF-Bronze); z_def_grizli=0.440; P(z_src>z_def)=0.67",grade=A;expert_score=2.348;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042283_NEG521070591294671601,52.10705916602482,-29.467160198695264,confirmed_lens,"z_src=1.410 (v6d posterior MAP, 68%CI_w=1.64, FoF-Silver); z_def=0.790 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.262 (CaII-triplet posterior, 68%CI_w=0.70, FoF-Gold); z_def_grizli=0.440; P(z_src>z_def)=0.98",grade=B;expert_score=1.623;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102046759_NEG522096295262136465,52.20962951125225,-26.21364656116373,inconclusive,z_def_grizli=0.840,grade=A;expert_score=2.151;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042914_NEG522625262291125533,52.262526273501,-29.11255338608705,confirmed_lens,"z_src=2.436 (v6d posterior MAP, 68%CI_w=1.60, FoF-Gold); z_def=0.615 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.354 (CaII-triplet posterior, 68%CI_w=0.83, FoF-Bronze); z_def_grizli=0.590; P(z_src>z_def)=0.99",grade=A;expert_score=2.252;votes=7,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102046111_NEG522631915266742195,52.26319153218572,-26.674219571254035,confirmed_lens,"z_src=2.294 (v6d posterior MAP, 68%CI_w=1.12, FoF-Gold); z_def=0.484 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.144 (CaII-triplet posterior, 68%CI_w=0.79, FoF-Silver); z_def_grizli=0.580; P(z_src>z_def)=0.85",grade=B;expert_score=1.844;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102045466_NEG522784531269221616,52.27845319092136,-26.922161677633607,confirmed_lens,"z_src=1.280 (v6d posterior MAP, 68%CI_w=0.84, FoF-Gold); z_def=0.782 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.688 (CaII-triplet posterior, 68%CI_w=0.60, FoF-Gold); z_def_grizli=0.505; P(z_src>z_def)=0.82",grade=A;expert_score=2.522;votes=8,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102044823_NEG523091195273907574,52.309119513753465,-27.390757480741296,confirmed_lens,"z_src=2.532 (v6d posterior MAP, 68%CI_w=1.85, FoF-Bronze); z_def=0.864 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.266 (CaII-triplet posterior, 68%CI_w=0.83, FoF-Bronze); z_def_grizli=0.685; P(z_src>z_def)=0.97",grade=B;expert_score=1.514;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042284_NEG523902104295926900,52.39021042684189,-29.592690005903176,confirmed_lens,"z_src=2.154 (v6d posterior MAP, 68%CI_w=0.82, FoF-Platinum); z_def=0.490 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.358 (CaII-triplet posterior, 68%CI_w=0.68, FoF-Gold); z_def_grizli=0.500; P(z_src>z_def)=1.00",grade=B;expert_score=1.958;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102046111_NEG524535231263409554,52.453523130156384,-26.34095544998652,confirmed_lens,"z_src=2.758 (v6d posterior MAP, 68%CI_w=1.27, FoF-Gold); z_def=1.092 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.998 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.650; P(z_src>z_def)=0.99",grade=B;expert_score=1.969;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102044824_NEG525230483273308137,52.5230483017954,-27.33081373157524,confirmed_lens,"z_src=1.644 (v6d posterior MAP, 68%CI_w=1.64, FoF-Silver); z_def=0.537 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.308 (CaII-triplet posterior, 68%CI_w=0.68, FoF-Gold); z_def_grizli=0.440; P(z_src>z_def)=0.97",grade=B;expert_score=1.563;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102046111_NEG525445060265211534,52.54450604134525,-26.521153444380623,confirmed_lens,"z_src=1.966 (v6d posterior MAP, 68%CI_w=1.26, FoF-Gold); z_def=0.668 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.420 (CaII-triplet posterior, 68%CI_w=0.71, FoF-Gold); P(z_src>z_def)=1.00",grade=B;expert_score=1.670;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102046111_NEG525674252262710433,52.56742527162064,-26.27104331001816,confirmed_lens,"z_src=1.722 (v6d posterior MAP, 68%CI_w=1.01, FoF-Gold); z_def=0.384 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.144 (CaII-triplet posterior, 68%CI_w=0.68, FoF-Gold); z_def_grizli=0.875; P(z_src>z_def)=0.91",grade=B;expert_score=1.909;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102045466_NEG526398502270513535,52.639850230005855,-27.05135350205716,confirmed_lens,"z_src=1.982 (v6d posterior MAP, 68%CI_w=1.13, FoF-Silver); z_def=0.508 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.282 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=1.020; P(z_src>z_def)=0.76",grade=A;expert_score=2.503;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102045466_NEG526735767268568130,52.67357673662208,-26.8568130346764,confirmed_lens,"z_src=2.744 (v6d posterior MAP, 68%CI_w=1.28, FoF-Gold); z_def=1.277 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.388 (CaII-triplet posterior, 68%CI_w=0.83, FoF-Bronze); z_def_grizli=0.430; P(z_src>z_def)=0.99",grade=B;expert_score=1.637;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042284_NEG526888815294982643,52.68888150861861,-29.498264398459888,confirmed_lens,"z_src=1.718 (v6d posterior MAP, 68%CI_w=1.57, FoF-Gold); z_def=0.600 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.262 (CaII-triplet posterior, 68%CI_w=0.10, FoF-Platinum); z_def_grizli=0.490; P(z_src>z_def)=0.99",grade=A;expert_score=2.511;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102044185_NEG527087067278561642,52.70870673939618,-27.856164261538,non_lens,"z_src=0.842 (v6d posterior MAP, 68%CI_w=1.41, FoF-Gold); z_def=1.366 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.306 (CaII-triplet posterior, 68%CI_w=0.52, FoF-Platinum); P(z_src>z_def)=1.00; fails paper physical-sanity check (z_src<=z_def MAP): same-z/projected/misID per paper Sec. FoF tiers",grade=B;expert_score=1.586;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102041657_NEG527330118300603942,52.73301189004299,-30.060394203188203,confirmed_lens,"z_src=1.660 (v6d posterior MAP, 68%CI_w=0.86, FoF-Gold); z_def=0.688 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.264 (CaII-triplet posterior, 68%CI_w=0.83, FoF-Bronze); z_def_grizli=0.600; P(z_src>z_def)=1.00",grade=B;expert_score=1.868;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042915_NEG527574180288799276,52.75741809343428,-28.87992760661953,non_lens,"z_src=0.656 (v6d posterior MAP, 68%CI_w=1.87, FoF-Bronze); z_def=1.099 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.352 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.875; P(z_src>z_def)=0.92; fails paper physical-sanity check (z_src<=z_def MAP): same-z/projected/misID per paper Sec. FoF tiers",grade=A;expert_score=2.244;votes=11,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102041657_NEG527925237298894414,52.79252379595951,-29.88944147404416,confirmed_lens,"z_src=0.694 (v6d posterior MAP, 68%CI_w=1.87, FoF-Bronze); z_def=0.676 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.602 (CaII-triplet posterior, 68%CI_w=0.02, FoF-Platinum); z_def_grizli=0.555; P(z_src>z_def)=0.89",grade=A;expert_score=2.392;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102044185_NEG528176967277992842,52.81769675690601,-27.799284255737305,inconclusive,"z_def=0.420 (adopted, Euclid PHZ MODE_1 photo-z); z_def_grizli=0.945",grade=B;expert_score=1.722;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102041657_NEG528301123298298693,52.8301123322179,-29.82986934888345,confirmed_lens,"z_src=2.640 (v6d posterior MAP, 68%CI_w=1.32, FoF-Gold); z_def=1.078 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.638 (CaII-triplet posterior, 68%CI_w=0.53, FoF-Platinum); z_def_grizli=0.425; P(z_src>z_def)=0.92",grade=A;expert_score=2.306;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042284_NEG528356577292866317,52.83565776408496,-29.28663177075172,inconclusive,"z_def=0.539 (adopted, Euclid PHZ MODE_1 photo-z); z_def_grizli=1.025",grade=B;expert_score=1.561;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042915_NEG528545016288651034,52.85450169543065,-28.865103458157133,confirmed_lens,"z_src=1.452 (v6d posterior MAP, 68%CI_w=1.35, FoF-Gold); z_def=0.180 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.268 (CaII-triplet posterior, 68%CI_w=0.15, FoF-Platinum); P(z_src>z_def)=0.99",grade=B;expert_score=1.685;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102044824_NEG528789191276364582,52.87891913064314,-27.636458287943867,confirmed_lens,"z_src=2.532 (v6d posterior MAP, 68%CI_w=1.05, FoF-Gold); z_def=1.118 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.352 (CaII-triplet posterior, 68%CI_w=0.74, FoF-Gold); z_def_grizli=0.590; P(z_src>z_def)=1.00",grade=A;expert_score=2.756;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102041657_NEG529209996299100136,52.92099965374398,-29.91001367205823,confirmed_lens,"z_src=1.942 (v6d posterior MAP, 68%CI_w=1.44, FoF-Gold); z_def=0.588 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.314 (CaII-triplet posterior, 68%CI_w=0.58, FoF-Platinum); z_def_grizli=0.485; P(z_src>z_def)=0.99",grade=A;expert_score=2.367;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102044185_NEG529514172281460834,52.95141727381891,-28.14608341271236,inconclusive,"z_def=1.083 (adopted, Euclid PHZ MODE_1 photo-z)",grade=A;expert_score=2.112;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102045467_NEG529760884271850076,52.97608846859429,-27.18500763947275,confirmed_lens,"z_src=2.368 (v6d posterior MAP, 68%CI_w=1.49, FoF-Gold); z_def=1.038 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.278 (CaII-triplet posterior, 68%CI_w=0.80, FoF-Silver); z_def_grizli=0.470; P(z_src>z_def)=0.98",grade=B;expert_score=1.970;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042915_NEG529823788292531675,52.98237884657878,-29.253167568876144,confirmed_lens,"z_src=2.502 (v6d posterior MAP, 68%CI_w=0.51, FoF-Platinum); z_def=0.811 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.520 (CaII-triplet posterior, 68%CI_w=0.63, FoF-Gold); z_def_grizli=1.035; P(z_src>z_def)=1.00",grade=B;expert_score=1.663;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102043549_NEG530257443283430270,53.02574434762016,-28.34302702586864,confirmed_lens,"z_src=2.458 (v6d posterior MAP, 68%CI_w=1.03, FoF-Gold); z_def=0.836 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.294 (CaII-triplet posterior, 68%CI_w=0.82, FoF-Bronze); z_def_grizli=0.400; P(z_src>z_def)=1.00",grade=A;expert_score=2.455;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042915_NEG531310919292142818,53.131091993387386,-29.214281899776903,confirmed_lens,"z_src=2.318 (v6d posterior MAP, 68%CI_w=1.30, FoF-Gold); z_def=0.541 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.688 (CaII-triplet posterior, 68%CI_w=0.00, FoF-Platinum); z_def_grizli=0.760; P(z_src>z_def)=0.89",grade=B;expert_score=1.963;votes=9,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102046761_NEG531782867262094267,53.17828670361266,-26.2094267877214,confirmed_lens,"z_src=2.540 (v6d posterior MAP, 68%CI_w=0.90, FoF-Bronze); z_def=0.847 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=1.188 (CaII-triplet posterior, 68%CI_w=0.04, FoF-Platinum); z_def_grizli=0.455; P(z_src>z_def)=0.61",grade=A;expert_score=2.397;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102046761_NEG532020950261969455,53.20209508963684,-26.19694558334184,confirmed_lens,"z_src=2.518 (v6d posterior MAP, 68%CI_w=1.84, FoF-Bronze); z_def=0.684 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.294 (CaII-triplet posterior, 68%CI_w=0.58, FoF-Platinum); z_def_grizli=0.875; P(z_src>z_def)=0.95",grade=A;expert_score=2.461;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102042916_NEG533251142291509670,53.3251142778574,-29.15096706182251,confirmed_lens,"z_src=2.208 (v6d posterior MAP, 68%CI_w=1.18, FoF-Gold); z_def=0.506 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.682 (CaII-triplet posterior, 68%CI_w=0.51, FoF-Platinum); z_def_grizli=0.745; P(z_src>z_def)=0.98",grade=A;expert_score=2.590;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102044825_NEG534081174272937149,53.408117445209946,-27.2937149013282,inconclusive,"z_def=0.548 (adopted, Euclid PHZ MODE_1 photo-z)",grade=A;expert_score=2.538;votes=7,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
euclid_q1_nisp,102046761_NEG534264558260612632,53.42645580108414,-26.06126322516176,confirmed_lens,"z_src=1.910 (v6d posterior MAP, 68%CI_w=0.65, FoF-Platinum); z_def=0.581 (adopted, Euclid PHZ MODE_1 photo-z); z_def_nisp_v6d=0.298 (CaII-triplet posterior, 68%CI_w=0.79, FoF-Silver); z_def_grizli=0.565; P(z_src>z_def)=1.00",grade=B;expert_score=1.989;votes=10,arXiv:2604.02726v5 appendix catalogue (Table: full v6d 473-row); single-author paper WITHDRAWN at v6
