row_id,TARGETID,RA,DEC,Z,SPECTYPE,status_fits,bytes_fits,attempts_fits
neg_00000019,39627983756987996,13.817058907316248,8.18354411367581,1.2949661665860244,GALAXY,ok,126720,1
neg_00000020,39627979805951453,136.195871921055,8.111781789839338,0.519344535289315,GALAXY,ok,126720,1
neg_00000021,39628126006806723,10.18378698041875,14.340238495091626,0.8786155846127285,GALAXY,ok,126720,1
neg_00000022,39627809684980661,47.542882217549504,1.02029191628599,2.192067459347278,QSO,ok,126720,1
neg_00000023,39628452264938492,37.458013266067574,28.67324014059003,0.08208843667190273,GALAXY,ok,126720,1
neg_00000024,39627763891572224,198.16801849316252,-1.1126795673939267,0.48155598535386696,GALAXY,ok,126720,1
neg_00000025,39627965520153984,358.17555471086814,7.160640319910634,1.0161634943312292,GALAXY,ok,126720,1
neg_00000026,39628509873702657,36.392862710347416,31.38552671256111,1.0616082312324682,GALAXY,ok,126720,1
neg_00000027,39628226389083533,116.38117673658269,18.401563706298074,0.9420661949205165,GALAXY,ok,126720,1
neg_00000028,39628434262983936,261.58246365726285,27.77897204936911,0.23406361748424723,GALAXY,ok,126720,1
neg_00000029,39627709143322446,174.66039770630414,-3.3545165608961645,0.2924510445864594,GALAXY,ok,126720,1
neg_00000030,39628116062111883,119.93191093968537,13.720316814955545,0.20230049433600436,GALAXY,ok,126720,1
neg_00000031,39627939175729286,218.06599574986237,6.3646598317196865,0.16404324719811958,GALAXY,ok,126720,1
neg_00000032,39628378847842225,176.6313436298063,25.354644043472867,0.6445929866954144,GALAXY,ok,126720,1
neg_00000033,39627630231686077,137.13328240718508,-6.480633330250078,0.18747864245195692,GALAXY,ok,126720,1
neg_00000034,39628131660727258,357.22012872565426,14.207229951788355,0.7971663238363854,GALAXY,ok,126720,1
neg_00000035,39627945387491785,230.29713371732302,6.574668156682944,0.26318837461929556,GALAXY,ok,126720,1
neg_00000036,39627869332184397,3.4832356776914204,3.5757140626926973,0.6673874572416654,GALAXY,ok,126720,1
neg_00000037,39628087154967335,152.9409658644254,12.624870170148835,1.477890165383386,GALAXY,ok,126720,1
neg_00000038,39628486582734684,222.93947906233691,30.231387053878525,1.1732230681500846,GALAXY,ok,126720,1
neg_00000039,39628301970441510,226.81923897098986,21.857786250453557,0.16224873565838244,GALAXY,ok,126720,1
neg_00000040,39628446724260214,22.160369575589414,28.524663737548305,0.7856107165524618,GALAXY,ok,126720,1
neg_00000041,39627601404237090,207.4770698165728,-7.795224387600246,0.12151121478221859,GALAXY,ok,126720,1
neg_00000042,39628291157525329,255.03525621203414,21.182902136642433,1.2049866726017193,GALAXY,ok,126720,1
neg_00000043,39627380121144262,21.508347090398132,-16.957155206177795,0.10700757470260289,GALAXY,ok,126720,1
neg_00000044,2780977445208086,132.9864402733901,0.9575777060312929,0.5925259073528107,QSO,ok,126720,1
neg_00000045,39627745344360106,172.71844856241802,-1.7059563907218862,0.7289917167170291,GALAXY,ok,126720,1
neg_00000046,39627733424144644,182.00749131851916,-2.3118894168843402,0.7921160021675238,GALAXY,ok,126720,1
neg_00000047,39627700087819241,354.12713462188015,-3.654204271779681,0.8017841706872572,GALAXY,ok,126720,1
neg_00000048,39627575110144490,65.15809696287614,-8.796085015575848,1.4637164140846304,GALAXY,ok,126720,1
neg_00000049,39628369100280606,256.6162730398235,24.710763546989615,0.17126652735241246,GALAXY,ok,126720,1
neg_00000050,39628483600582298,17.41707027488933,30.31348952813424,0.37440888305748204,GALAXY,ok,126720,1
neg_00000051,39628197754572054,126.89307108459828,17.16263301666291,0.0758251924520436,GALAXY,ok,126720,1
neg_00000052,39627869348954398,4.261114440280156,3.6171723476787156,0.956051432745077,GALAXY,ok,126720,1
neg_00000053,39628314872120477,335.2167052484191,22.219729749865063,1.1419122650853415,GALAXY,ok,126720,1
neg_00000054,39627784661762246,356.0041281325022,-0.21355231266251798,0.11315136329766137,GALAXY,ok,126720,1
neg_00000055,39627666227204179,131.78629423242685,-4.991253012795823,0.8625509869174631,GALAXY,ok,126720,1
neg_00000056,39627667200279829,189.83025756065567,-4.898303423944666,0.4532298473281138,GALAXY,ok,126720,1
neg_00000057,39627794333828871,212.58260494658097,0.33648184849806806,0.8296640273167274,GALAXY,ok,126720,1
neg_00000058,39627922872471983,322.0026939992515,5.472121956204777,0.42213208610630437,GALAXY,ok,126720,1
neg_00000059,39627514611500531,5.922216090643172,-11.247987724697156,0.7580170490491105,GALAXY,ok,126720,1
neg_00000060,39627823089981606,126.71402989372285,1.5486979571508683,0.08523216545385065,GALAXY,ok,126720,1
neg_00000061,39627884993714687,218.29088908796558,4.028403937612897,0.9268124134892269,GALAXY,ok,126720,1
neg_00000062,39627654126634872,128.0958350517863,-5.622106655066711,0.5232073559423689,GALAXY,ok,126720,1
neg_00000063,39628512855854905,244.64634426011872,31.397819047250366,0.6169792772504776,GALAXY,ok,126720,1
neg_00000064,39627811480145285,154.6790175145351,0.945637534648008,0.9399460506365314,GALAXY,ok,126720,1
neg_00000065,39628041428669041,254.55625693908746,10.510430332727411,1.1706755559130189,GALAXY,ok,126720,1
neg_00000066,39628412570043536,249.0960805532663,26.719061338397463,0.18894908909966832,GALAXY,ok,126720,1
neg_00000067,39627664998269533,58.18109200034826,-4.931175694620759,0.3775350641152431,GALAXY,ok,126720,1
neg_00000068,39627697235691055,183.80821807286188,-3.7362661570903586,0.8918946297083912,GALAXY,ok,126720,1
neg_00000069,39627955801950540,134.83434214525715,6.9595639639154925,1.1446907992045159,GALAXY,ok,126720,1
neg_00000070,39632930544290354,182.28307227428698,32.474228364894635,0.6684960525134306,GALAXY,ok,126720,1
neg_00000071,39627929201675583,340.8636207782193,5.871539963744263,0.8348467136111709,GALAXY,ok,126720,1
neg_00000072,39628481163691187,210.026635664642,29.885068788264963,0.9777357001063951,GALAXY,ok,126720,1
neg_00000073,39627456038046056,31.9570841895895,-13.761494108334793,0.9688508649054312,GALAXY,ok,126720,1
neg_00000074,39627859706250639,149.077393619547,2.9974743922673404,1.5617482835797383,GALAXY,ok,126720,1
neg_00000075,39627823928839295,176.65761207451234,1.6249580428681265,0.7611326946591739,GALAXY,ok,126720,1
neg_00000076,39628517624776233,217.61439660923367,31.768038717480966,0.5697540870263844,GALAXY,ok,126720,1
neg_00000077,39627743385619230,55.859280587762065,-1.7487187579739665,2.0897092541594304,QSO,ok,126720,1
neg_00000078,39627672774509707,163.01122213300624,-4.705870852969206,0.06798059924364136,GALAXY,ok,126720,1
neg_00000079,39628471084777997,239.0783660439223,29.436750638874095,0.6645217346288395,GALAXY,ok,126720,1
neg_00000080,39628453590337854,127.46132614656283,28.874190196464347,0.09051980150143266,GALAXY,ok,126720,1
neg_00000081,39627666940235105,174.39341051523917,-4.948263307217869,0.22583235797027865,GALAXY,ok,126720,1
neg_00000082,39628278599779855,174.2085963168975,20.844188987521694,0.440369439483571,GALAXY,ok,126720,1
neg_00000083,39627739895958607,207.90928170135678,-1.8908364131657203,0.32400520113432946,GALAXY,ok,126720,1
neg_00000084,39627884926601597,214.15951738612125,4.109991932754017,0.05451470356841379,GALAXY,ok,126720,1
neg_00000085,39627893797554971,23.642390215905195,4.510302000178591,0.2586462870981138,GALAXY,ok,126720,1
neg_00000086,39628211461557005,261.8264121082539,17.711225223901547,1.1886748521218156,GALAXY,ok,126720,1
neg_00000087,39628502198126044,222.60114470962984,31.055217621841766,0.32695004179427495,GALAXY,ok,126720,1
neg_00000088,39627712075141532,349.67318120375626,-3.2999486796940785,0.14800916786023124,GALAXY,ok,126720,1
neg_00000089,39627409439327975,42.07038729829795,-15.872487606305883,1.4010236061712025,GALAXY,ok,126720,1
neg_00000090,39627877884367566,153.9323036985914,3.6874558972313554,0.1493392548272981,GALAXY,ok,126720,1
neg_00000091,39627438795260360,52.87870830849311,-14.52784641671168,0.5002144744623641,GALAXY,ok,126720,1
neg_00000092,39627660782996295,166.35866604268656,-5.305499629611301,0.17999779748244418,GALAXY,ok,126720,1
neg_00000093,39628192943705561,187.28569439584248,16.885128985583954,0.35748378899765393,GALAXY,ok,126720,1
neg_00000094,39627950278052371,163.5367228698904,6.710783842334927,0.9032258297249856,GALAXY,ok,126720,1
neg_00000095,39628259226291249,24.84184331744109,20.040795001027302,0.934631628749987,GALAXY,ok,126720,1
neg_00000096,39628072885947634,3.7462303252342677,11.883870074230689,0.2625158987030865,GALAXY,ok,126720,1
neg_00000097,39628176648831801,254.16238301505578,16.15551240196185,0.9661601151997494,QSO,ok,126720,1
neg_00000098,39627582768943523,166.57341676699804,-8.461147107177485,0.3376267951470447,GALAXY,ok,126720,1
neg_00000099,39628243787057379,130.16036747291,19.272151531607243,1.1715222952604674,GALAXY,ok,126720,1
neg_00000100,39628527892433398,217.90574160838787,32.17853858394534,0.2677330201627318,GALAXY,ok,126720,1
neg_00000101,39627768798905144,130.5288587706282,-0.8030488256334855,1.601919555269515,QSO,ok,126720,1
neg_00000102,39627702742813029,152.57489677799413,-3.5982551802110705,1.0183350590836489,GALAXY,ok,126720,1
neg_00000103,39627607171400085,193.61378266291973,-7.424829151179484,2.483842938900984,QSO,ok,126720,1
neg_00000104,39628502596584818,250.26546418839547,30.90876892625028,1.4729627158211143,GALAXY,ok,126720,1
neg_00000105,39627973585800151,122.3791556439736,7.6665741370514455,1.2661715750947091,GALAXY,fail: HTTP 429,0,5
neg_00000106,39628517968711195,241.7878219457188,31.66110182204132,0.19586656758956117,GALAXY,fail: HTTP 429,0,5
neg_00000107,39628081261971344,153.77608753727932,12.262993430910859,1.3873242066175038,GALAXY,ok,126720,1
neg_00000108,39627450384126730,44.95412254292859,-14.05561076479301,0.7276577210454434,GALAXY,ok,126720,1
neg_00000109,39636460961272315,50.615869214205226,-5.113604228617132,0.848004057556247,QSO,ok,126720,1
neg_00000110,39627895773071574,141.7504591197151,4.534772463920226,0.890125826590031,GALAXY,ok,126720,1
neg_00000111,39627775753064342,185.18118313404383,-0.55079222910663,1.019326373074143,QSO,ok,126720,1
neg_00000112,39627793515942412,163.96978313234962,0.16891568032859608,0.13490589801769548,GALAXY,ok,126720,1
neg_00000113,39627823597487748,156.83534071344192,1.5588938276439506,0.13566193411670624,GALAXY,ok,126720,1
neg_00000114,39628381196651355,331.15251694014586,25.19811752086314,0.40404418417742727,GALAXY,ok,126720,1
neg_00000115,39627666260758213,133.80011209756717,-4.932410458028531,1.0151127267066276,GALAXY,ok,126720,1
neg_00000116,39627582898965211,174.32925918488476,-8.439448310936108,0.15879453839401786,GALAXY,ok,126720,1
neg_00000117,39628168876788405,132.60574895499138,15.950277342198438,0.8625436991752111,GALAXY,ok,126720,1
neg_00000118,39627791972435315,71.80157902868721,0.37225768639144,2.3263517553620146,QSO,ok,126720,1
neg_00000119,39627643351466402,203.1183626662085,-5.935148614062037,1.1479859310510112,GALAXY,ok,126720,1
neg_00000120,39627667238030628,192.17267294503446,-4.953655184654521,0.3095748002801111,GALAXY,ok,126720,1
neg_00000121,39627663542846984,331.23575941799265,-5.150141525501253,1.8096716286167565,QSO,ok,126720,1
neg_00000122,39627758392836632,230.27115908742715,-1.134569071386233,1.5486831404920982,QSO,ok,126720,1
neg_00000123,39627318020278992,85.96145448526082,-19.788854388124562,0.7794384216776052,GALAXY,ok,126720,1
neg_00000124,39627884351983110,179.91928553321623,3.8861412711363834,0.8974280168330829,GALAXY,ok,126720,1
neg_00000125,39627890014293804,157.92176965887623,4.36307178655792,0.8768633028463654,GALAXY,ok,126720,1
neg_00000126,39627843176501338,243.90685904236176,2.336953528882675,1.4496602864296715,GALAXY,ok,126720,1
neg_00000127,39627848452933551,198.34248504358035,2.51075763003725,0.6063827489479169,GALAXY,ok,126720,1
neg_00000128,39627719176095560,52.83051408206605,-2.7023687127351588,0.35245298020620236,GALAXY,ok,126720,1
neg_00000129,39628326498732340,5.026553204897843,22.9774241560038,0.1196883730700064,GALAXY,ok,126720,1
neg_00000130,39627643670233832,222.19589943553348,-5.982105521739044,1.5256483340593343,GALAXY,ok,126720,1
neg_00000131,39628307083297031,194.54400760209148,22.02340911393359,0.08133430659323825,GALAXY,ok,126720,1
neg_00000132,39627636456030606,150.10283368186043,-6.161678850206698,1.4523427100700401,GALAXY,ok,126720,1
neg_00000133,39628234521845603,267.1759274659286,18.725107843418034,0.18502689175738535,GALAXY,ok,126720,1
neg_00000134,39627854253656748,184.1245342199843,2.847121067277135,1.1346398287399824,GALAXY,ok,126720,1
neg_00000135,39627793436247310,159.0737535234133,0.16515304809421616,1.4182224038603968,GALAXY,ok,126720,1
neg_00000136,39628526340542958,108.81018864148197,32.14373410133322,0.3702579816647494,GALAXY,ok,126720,1
neg_00000137,39628304646409322,38.395591727039616,22.038645872642523,0.8345953521243942,QSO,ok,126720,1
neg_00000138,39627670853518282,48.18092866285832,-4.780832506124541,0.4410070544255967,QSO,ok,126720,1
neg_00000139,39628063243241088,137.5211635756498,11.48656956880651,0.09657058132298887,GALAXY,ok,126720,1
neg_00000140,39627896830034304,204.83206697236722,4.603952991032048,0.2853943127921775,GALAXY,ok,126720,1
neg_00000141,39627621369120212,325.8096269074873,-7.036512520291019,0.22956821911086733,GALAXY,ok,126720,1
neg_00000142,39628108793382825,34.7531038612644,13.601074445852246,0.3568185626355204,GALAXY,ok,126720,1
neg_00000143,39627747936441154,327.1407297876196,-1.8408543142362745,0.1981838494689806,GALAXY,ok,126720,1
neg_00000144,39627890882514673,209.7390596092988,4.127704615600677,1.332528453099673,GALAXY,ok,126720,1
neg_00000145,39628021992263689,158.89727306200317,9.783755177105016,0.36267369022174184,GALAXY,ok,126720,1
neg_00000146,39627896834229178,205.114581876191,4.512893075337519,0.9590429823646173,GALAXY,ok,126720,1
neg_00000147,39628516769139539,157.87648504192725,31.795928587779738,0.920584405104775,GALAXY,ok,126720,1
neg_00000148,39627770178830889,212.77575473626922,-0.7851960886257342,2.0033594162239097,QSO,ok,126720,1
neg_00000149,39627689232962924,66.33598778889542,-3.885993863306289,0.13984862598417774,GALAXY,ok,126720,1
neg_00000150,39627684514369623,144.63972252258927,-4.2133721796943,1.214346538475648,GALAXY,ok,126720,1
neg_00000151,39627788625384662,232.46649604008493,-0.09637518347317178,0.33921838898232637,GALAXY,ok,126720,1
neg_00000152,39627557154326133,61.82793192254803,-9.407154878834842,0.28763790415607177,GALAXY,ok,126720,1
neg_00000153,39627827766628170,45.40887761670229,1.6374923117081104,1.5871450002511478,QSO,ok,126720,1
neg_00000154,39628375844716951,338.8214218529549,24.955196836568863,0.11483324626502912,GALAXY,ok,126720,1
neg_00000155,39627652977394876,59.30523335077216,-5.545042308353701,0.3233455698635688,GALAXY,ok,126720,1
neg_00000156,39628086685204818,124.2732726491222,12.461269226607266,0.9321689659820266,GALAXY,ok,126720,1
neg_00000157,39627797202741115,23.722827784711246,0.5575047625268736,0.3439812514109691,GALAXY,ok,126720,1
neg_00000158,39627745939948167,208.02727726001874,-1.6867447115717076,1.148806729865887,GALAXY,ok,126720,1
neg_00000159,39627752009110115,209.94248592438748,-1.5477401039117156,0.3569531912840951,GALAXY,ok,126720,1
neg_00000160,39627754907373603,22.618777148780353,-1.183301209835347,0.5868884343155503,GALAXY,ok,126720,1
neg_00000161,39627837094757277,241.286583724582,2.0813832112534736,0.0573877772716606,GALAXY,ok,126720,1
neg_00000162,39627703346792206,188.610409715116,-3.414832419981269,0.8870136004571457,GALAXY,ok,126720,1
neg_00000163,39628497160766565,233.18841460956554,30.866832799908195,0.28634573629313564,GALAXY,ok,126720,1
neg_00000164,39627788315005560,213.9242705429532,0.043226984552299334,0.9437816395451111,GALAXY,ok,126720,1
neg_00000165,39628232294663162,127.08813532744091,18.80271753213141,0.30606948546186186,GALAXY,ok,126720,1
neg_00000166,39628453607117241,128.72992588763654,28.696785399723964,0.6954654456781355,QSO,ok,126720,1
neg_00000167,39627913665972778,131.2299325590249,5.180335698987596,0.09635953257956728,GALAXY,ok,126720,1
neg_00000168,39627702994471133,167.56821234005912,-3.5211376849845872,0.8282584473695764,GALAXY,ok,126720,1
neg_00000169,39627630797918799,171.1446138829739,-6.438117195047041,0.20941255929140912,GALAXY,ok,126720,1
neg_00000170,39628135691457570,245.18223438077723,14.575724873665688,0.38270150603578956,GALAXY,ok,126720,1
neg_00000171,39627957605499896,242.97827448297028,7.090652704549009,0.1540530494023847,GALAXY,ok,126720,1
neg_00000172,39627582315956472,139.18970915056502,-8.507482665998662,1.0368009308827708,GALAXY,ok,126720,1
neg_00000173,39628442861306846,121.08369806834695,28.177831657335258,0.8025984596663278,GALAXY,ok,126720,1
neg_00000174,39627623118144129,70.66947306190804,-6.7185369811345375,0.3757212143118448,GALAXY,ok,126720,1
neg_00000175,39628251563299209,260.65258516836224,19.53828541397492,1.5027146754674403,GALAXY,ok,126720,1
neg_00000176,39627697067921730,173.958405456906,-3.681599357858712,1.3608455258247372,GALAXY,ok,126720,1
neg_00000177,39627915209476825,223.49656199438326,5.155765826334983,1.4683547822882619,GALAXY,ok,126720,1
neg_00000178,39627961581700937,121.67006609783755,7.298456879160701,2.0371403871315246,QSO,ok,126720,1
neg_00000179,39627806090462524,193.30722154722864,0.8648201606413828,0.1453271224552663,GALAXY,ok,126720,1
neg_00000180,39627794451271477,219.67266393039853,0.35201742166942956,0.9945704090634993,GALAXY,ok,126720,1
neg_00000181,39627718916054379,37.47470740791017,-2.8175012362757745,0.9519798924709119,GALAXY,ok,126720,1
neg_00000182,39628358304141943,270.13654527075215,24.21318761169391,0.25956844822738706,GALAXY,ok,126720,1
neg_00000183,39627964970700895,325.18988681253285,7.29208176770943,0.19929966600764581,GALAXY,ok,126720,1
neg_00000184,39627624162531397,133.48846045957382,-6.809026898801532,0.19017060459773233,GALAXY,ok,126720,1
neg_00000185,39627660346786455,140.168304370907,-5.345605485367585,0.9579001655450493,GALAXY,ok,126720,1
neg_00000186,39627635185157754,73.97326092424584,-6.2951222320585885,1.4001609745459291,GALAXY,ok,126720,1
neg_00000187,39628324770680004,253.51010174003272,22.72068161140074,2.250993499060622,QSO,ok,126720,1
neg_00000188,39628057182474566,129.53020521621647,11.326674720659232,1.1831993998219732,GALAXY,ok,126720,1
neg_00000189,39627631414478484,207.9768478966218,-6.427719942772127,0.1833764671487143,GALAXY,ok,126720,1
neg_00000190,39627648099418710,127.29743021240256,-5.781518496948745,0.2415379472202949,GALAXY,ok,126720,1
neg_00000191,39627588183786582,132.327689372681,-8.196561350359266,0.2748241388243283,GALAXY,ok,126720,1
neg_00000192,39627688062751451,356.4816288921161,-4.15522272011572,2.0488241901227178,QSO,ok,126720,1
neg_00000193,39627914836182170,201.10633232290863,5.330836254276948,0.4949644513998026,GALAXY,ok,126720,1
neg_00000194,39627861002291201,226.34871660513517,2.9150538228766485,0.22098374744002122,GALAXY,ok,126720,1
neg_00000195,39628449681246342,222.41173231809117,28.541539477935395,0.24460568910919808,GALAXY,ok,126720,1
neg_00000196,39627895638851720,133.62699769396076,4.430510539229678,1.1140835943164844,QSO,ok,126720,1
neg_00000197,39628455431640323,252.6057624042846,28.766245512328204,0.1145997600014957,GALAXY,ok,126720,1
neg_00000198,39627702356935336,129.45586255355352,-3.4352717684768943,0.22301268406111746,GALAXY,ok,126720,1
neg_00000199,39627872750534858,207.29642949729458,3.5257108167967046,0.1739543963683823,GALAXY,ok,126720,1
neg_00000200,39627764084510044,209.64210834622168,-1.0573474784839292,0.11448920970456496,GALAXY,ok,126720,1
neg_00000201,39627899396952160,358.48694889056395,4.430200885565482,0.6170976049684315,GALAXY,ok,126720,1
neg_00000202,39627694463254704,18.278198204376825,-3.678855667134395,0.5107184178912325,GALAXY,ok,126720,1
neg_00000203,39627661231785549,193.09926774263565,-5.278230790628978,0.8039622779823167,GALAXY,ok,126720,1
neg_00000204,39628106390047263,247.8038465976526,13.3024807135245,1.5637053583272977,GALAXY,ok,126720,1
neg_00000205,39627919651248494,129.27611758852268,5.47058940966517,0.3730839889005307,GALAXY,ok,126720,1
neg_00000206,39628155090109585,0.32211169116063637,15.463649113378931,1.3766201565584524,QSO,fail: HTTP 429,0,5
neg_00000207,39627841507165781,144.31560127118712,2.1913075059941622,0.44954688602290216,GALAXY,fail: HTTP 429,0,5
neg_00000208,39627556915255292,47.52595442244884,-9.404193285099764,0.9221164092691657,GALAXY,ok,126720,1
neg_00000209,39627689086160745,57.536184435793594,-3.892280538373314,0.26562716101002204,GALAXY,ok,126720,1
neg_00000210,39627564754407187,160.65959931749205,-9.343185123637031,1.5362996659525339,GALAXY,ok,126720,1
neg_00000211,39628045832684333,161.22042845575965,10.63194393428667,0.16518624203232413,GALAXY,ok,126720,1
neg_00000212,39627802206544524,321.95606651942995,0.4519862749370133,0.5155735524785373,GALAXY,ok,126720,1
neg_00000213,39627432629640514,33.51032484384441,-14.823787515662392,0.9662083646212326,GALAXY,ok,126720,1
neg_00000214,39628041202174116,240.77199256738146,10.47419952868643,0.35198544191257963,GALAXY,ok,126720,1
neg_00000215,39627866010290961,165.1184113619734,3.1646462864085896,0.9076489856713125,GALAXY,ok,126720,1
neg_00000216,39628507927545898,260.9036738929397,31.2642797525844,0.26478224116955656,GALAXY,ok,126720,1
neg_00000217,39627980091165526,153.42312361431237,8.069236443915674,0.8648485173441365,GALAXY,ok,126720,1
neg_00000218,39628106125804678,231.5939906164718,13.16695169889828,2.9435016657927107,QSO,ok,126720,1
neg_00000219,39628097053524224,36.934547817437256,12.889094455732728,0.9786374478397988,GALAXY,ok,126720,1
neg_00000220,39628023502214157,250.16186825532856,9.718533722690783,0.7531898412268208,GALAXY,ok,126720,1
neg_00000221,39627891473912878,245.0461742755606,4.3461816018252115,0.14756516245325363,GALAXY,ok,126720,1
neg_00000222,39628253706587487,35.87387931269795,19.76743429852363,0.7467936800666247,GALAXY,ok,126720,1
neg_00000223,39628092561425839,122.71829031288692,12.7683075356459,1.8858503346332618,QSO,ok,126720,1
neg_00000224,39627998881650124,204.48945826037,8.724916716596647,0.1630065008434332,GALAXY,ok,126720,1
neg_00000225,39628159213114688,255.0674803681839,15.484618158352559,1.889656219072503,QSO,ok,126720,1
neg_00000226,39627657704375338,342.2243022778173,-5.571969353122036,0.2721723924802408,GALAXY,ok,126720,1
neg_00000227,39628143627077748,13.576802883407723,15.019991797814532,1.6025657477954804,QSO,ok,126720,1
neg_00000228,39628412817508947,265.61417686683535,26.71918972699812,1.6648840025705856,GALAXY,ok,126720,1
neg_00000229,39627943651054935,126.42194310519413,6.408144706036857,1.204052900409435,GALAXY,ok,126720,1
neg_00000230,39627730232284340,351.9975863793736,-2.434488617907124,0.9470680645816547,GALAXY,ok,126720,1
neg_00000231,39627773827877925,70.39063849287882,-0.5396409967255582,0.33519115090124524,GALAXY,ok,126720,1
neg_00000232,39627763681856947,185.6574880132116,-0.977094902501148,0.9580672782440701,GALAXY,ok,126720,1
neg_00000233,39628108810158637,35.72062074382129,13.511287356560244,2.588271696492275,QSO,ok,126720,1
neg_00000234,39628221502719967,170.13941810490908,18.34233756708938,0.6371331043186758,GALAXY,ok,126720,1
neg_00000235,39627648967639799,179.28294815836,-5.746170582757728,0.2511789786277411,GALAXY,ok,126720,1
neg_00000236,39628511647896866,160.38059313882695,31.453756830329137,0.7221788176075595,GALAXY,ok,126720,1
neg_00000237,39627749156983122,39.877054137803704,-1.4650545375341655,0.8956617566168056,GALAXY,ok,126720,1
neg_00000238,39628092905362179,143.8764268137963,12.756691526396585,0.21673911467179477,GALAXY,ok,126720,1
neg_00000239,39627634564405649,36.90684915409906,-6.259548280735424,0.34431319245392544,GALAXY,ok,126720,1
neg_00000240,39627606441593417,149.92836287714985,-7.439509621258098,0.14797339935182927,GALAXY,ok,126720,1
neg_00000241,39628318516973668,210.1990757506291,22.48766275305797,0.6340283418146601,GALAXY,ok,126720,1
neg_00000242,39627660380340584,142.16032252726785,-5.28837617327316,0.41067388364086144,GALAXY,ok,126720,1
neg_00000243,39628183812705666,339.0572386262415,16.549827229548036,0.48283781641530926,GALAXY,ok,126720,1
neg_00000244,39627649529681898,213.1272957457263,-5.7135933336421045,1.4921593472349937,GALAXY,ok,126720,1
neg_00000245,39628477845999885,342.393686562194,29.86747460281122,0.1489489946557528,GALAXY,ok,126720,1
neg_00000246,39627634212081138,15.71665131201574,-6.218451828259124,0.9579109037011705,GALAXY,ok,126720,1
neg_00000247,39627896708404214,197.7736449631767,4.529989884697978,0.8800011647848166,GALAXY,ok,126720,1
neg_00000248,39627812985903777,244.47767451496208,1.0187611889306996,0.9847835842538386,GALAXY,ok,126720,1
neg_00000249,39628523127703667,243.04788233115545,31.981534573935587,0.3576880165054182,GALAXY,ok,126720,1
neg_00000250,39627715707409010,206.20499938787498,-2.9514847974317915,0.8009330601180747,GALAXY,ok,126720,1
neg_00000251,39627618231784851,137.6837610771086,-6.943699784143678,0.17752611460036477,GALAXY,ok,126720,1
neg_00000252,39628217207756021,261.2263742331378,17.90116544157032,0.3083825378588562,GALAXY,ok,126720,1
neg_00000253,39627708774223449,152.65996448202867,-3.270548769623181,0.2711242473592854,GALAXY,ok,126720,1
neg_00000254,39628048835805312,343.2251916329159,10.674945811562887,0.2367185351244078,GALAXY,ok,126720,1
neg_00000255,39628047191643110,243.77631715754683,10.795941722860357,0.3541693394609387,GALAXY,ok,126720,1
neg_00000256,39628290285112663,199.45627549014287,21.317746748448513,0.67189244614321,GALAXY,ok,126720,1
neg_00000257,39627957387395612,229.87283556896423,7.079967332793541,0.10323100029053743,GALAXY,ok,126720,1
neg_00000258,39628190179658012,15.01042840038795,17.019773255510867,1.3231998883404197,GALAXY,ok,126720,1
neg_00000259,39627780828173532,127.71408538637542,-0.25230724754627704,0.24810977461081946,GALAXY,ok,126720,1
