kit_id,item_id,presentation_index,unit_id,candidate_id,pass,repeat_of_item,render_sha,layout,stratum
jwst_lite_v1,259,37,u0039,J17772978-2808033,1,,ff919d6ca58ad6b3,color,T_U
jwst_lite_v1,265,38,u0186,J8731758-6207720,1,,a14884fb90810ee8,color,U_tail
jwst_lite_v1,620,39,u0002,J19789495-132348,1,,fba0914877c771a2,color,T_verified
jwst_lite_v1,408,40,u0203,J24394722-614504,1,,9e1115f52ac3349c,color,L_known
jwst_lite_v1,245,41,u0044,J15033701+227952,1,,d3961af9d883de21,color,K_cowls
jwst_lite_v1,966,42,u0155,J15027379+184082,1,,a9f45b440bf3553c,color,K_cowls
jwst_lite_v1,553,43,u0105,J1747804-3079539,1,,1e6b927c1fbcda75,color,T_U
jwst_lite_v1,411,44,u0109,J15199556+2122210,1,,4e3453c3e65e3182,color,T_verified
jwst_lite_v1,318,45,u0210,J18895415+499333,1,,7d4f943be28e8ea7,color,T_U
jwst_lite_v1,215,46,u0182,J31173025-1285736,1,,185d5be2b823f0cf,color,U_tail
jwst_lite_v1,027,47,u0089,J18534294+1156810,1,,ae128e553c5cd1da,color,U_tail
jwst_lite_v1,127,48,u0201,J6507435-5508786,1,,c452f1bf7a6713ec,gray_lw_only,U_tail
jwst_lite_v1,845,49,u0083,J11084396-7342226,1,,d58f1cf9a9f67205,color,T_U
jwst_lite_v1,056,50,u0005,J30791374-4058431,1,,eb41933c2bae682e,color,T_verified
jwst_lite_v1,422,51,u0195,J15031125+251191,1,,9a6ad031be605642,color,K_cowls
jwst_lite_v1,612,52,u0207,J11072970-7345689,1,,8198402c38b19201,color,D_refuted
jwst_lite_v1,317,53,u0072,J15018209+211340,1,,a4d3c2d86c882d8d,color,D_refuted
jwst_lite_v1,094,54,u0192,J20954380-1094330,1,,0ff0e5416a6a4ec0,color,T_verified
jwst_lite_v1,590,55,u0233,J17174762+4246955,1,,85736501fda60a10,color,T_U
jwst_lite_v1,113,56,u0081,J5186322-1343964,1,,434e46130183758d,color,L_known
jwst_lite_v1,384,57,u0221,J3996317-156579,1,,b20031b03fc84339,color,L_known
jwst_lite_v1,605,58,u0151,J23069956+2559453,1,,91f54494a6bdbd88,color,T_verified
jwst_lite_v1,496,59,u0189,J18937456+6221686,1,,b127ba3735013f3d,color,T_verified
jwst_lite_v1,826,60,u0110,J357894-3039410,1,,8566d105f3fc2813,color,U_tail
jwst_lite_v1,320,61,u0017,J18918368+6235757,1,,18fb76b1547b97e2,gray_sw_only,U_tail
jwst_lite_v1,228,62,u0244,J15002207+263143,1,,f9a14eb80f15dc41,color,K_cowls
jwst_lite_v1,822,63,u0051,J15069997+222588,1,,ac213cb40c8b768f,color,T_U
jwst_lite_v1,205,64,u0113,J15037549+237083,1,,f051df7ee2cf65fe,color,K_cowls
jwst_lite_v1,652,65,u0162,J20150004+4811209,1,,bb0c1b6026f32cd7,gray_lw_only,L_known
jwst_lite_v1,781,66,u0140,J15005258+233772,1,,d23409571ec83b05,color,K_cowls
jwst_lite_v1,330,67,u0131,J35084320-3043955,1,,286f9f64ce1e03a6,color,T_U
jwst_lite_v1,554,68,u0164,J17771210-2809562,1,,9fc85605375fa82f,color,T_U
jwst_lite_v1,430,69,u0241,J3806901-4434926,1,,d01696cd1a24239d,color,U_tail
jwst_lite_v1,179,70,u0238,J7298151+010446,1,,c94fbc5be460467e,color,U_tail
jwst_lite_v1,567,71,u0185,J2235243-7358297,1,,ce8ba55befa67b68,color,T_U
jwst_lite_v1,248,72,u0116,J15009907+202286,1,,bdd4947f50f3b52f,color,T_U
jwst_lite_v1,945,73,u0213,J15005718+220591,1,,fa17692add3d05a4,color,D_refuted
jwst_lite_v1,096,74,u0103,J30798663-4063616,1,,7bc2bb1262f478ef,color,D_refuted
jwst_lite_v1,768,75,u0156,J20940271-1094685,1,,f9a7e7b449720ba1,color,D_refuted
jwst_lite_v1,051,76,u0173,J6402662-2407015,1,,f4ccb92d8e5f6645,color,L_known
jwst_lite_v1,149,77,u0229,J26807645+6520932,1,,dee57837353ca803,color,T_U
jwst_lite_v1,853,78,u0062,J15067092+210603,1,,39a4f9975ced0647,color,T_U
jwst_lite_v1,239,79,u0097,J2995977-883239,1,,27cbd639734901d5,color,N_unflagged
jwst_lite_v1,848,80,u0100,J15067319+221999,1,,52d03c9711c1b1d0,color,T_U
jwst_lite_v1,867,81,u0007,J20945435-1082161,1,,b8b056adf54ab8db,gray_lw_only,T_U
jwst_lite_v1,943,82,u0187,J3470183+013617,1,,8815745217cb257c,color,T_U
jwst_lite_v1,929,83,u0047,J15039056+235982,1,,15bce0ab047ffc42,color,L_known
jwst_lite_v1,060,84,u0121,J12391133+1822895,1,,e2a7a00c2d9c6d88,color,T_U
jwst_lite_v1,680,85,u0066,J15263251-1268419,1,,47d65bafc9d96a56,color,N_unflagged
jwst_lite_v1,572,86,u0208,J6149425-4926794,1,,4a7ea01ec5ddacc4,color,D_refuted
jwst_lite_v1,465,87,u0101,J10939809+3775146,1,,c8bb73a90a73aab8,color,L_known
jwst_lite_v1,502,88,u0215,J076153-3300005,1,,67e9351885cd480f,color,D_refuted
jwst_lite_v1,582,89,u0231,J8149689-2410706,1,,4c2df14823860f66,color,T_U
jwst_lite_v1,709,90,u0240,J4310830-518328,1,,58d0fccfa47b1b5c,color,T_U
jwst_lite_v1,331,91,u0135,J15032014+201142,1,,684701af9acae62c,color,K_cowls
jwst_lite_v1,188,92,u0061,J15010748+230270,1,,4423ce7151db7517,color,T_U
jwst_lite_v1,738,93,u0108,J14920654+6969086,1,,81420273a52c04ea,color,T_U
jwst_lite_v1,366,94,u0204,J2451534-2191925,1,,5e52bc2f7ae0d836,color,T_verified
jwst_lite_v1,794,95,u0078,J32840780+1769774,1,,0a28dcfd515b4a1e,color,T_U
jwst_lite_v1,260,96,u0172,J10194892+7024985,1,,1c3128f81f46a395,color,U_tail
jwst_lite_v1,014,97,u0016,J34218891-4454040,1,,ee2bbcf1944c9268,color,L_known
jwst_lite_v1,595,98,u0136,J20861957+7726170,1,,747abfe8724d7984,color,T_U
jwst_lite_v1,654,99,u0029,J8570140-2144889,1,,7aec9790170e72d1,gray_lw_only,T_U
jwst_lite_v1,523,100,u0071,J8732838-6207334,1,,f62310f231725537,color,T_U
jwst_lite_v1,269,101,u0014,J2295773-1360329,1,,ad31023512908f10,color,D_refuted
jwst_lite_v1,241,102,u0166,J805311+1812371,1,,dd144a8a962554c2,color,U_tail
jwst_lite_v1,078,103,u0033,J21513251+5297278,1,,9f8a015667e9d83a,color,L_known
jwst_lite_v1,448,104,u0127,J15114238+4121210,1,,3419c882a31a3e2d,gray_lw_only,L_known
jwst_lite_v1,753,105,u0028,J16440195+5798696,1,,8087b150da53255d,color,D_refuted
jwst_lite_v1,235,106,u0053,J15194704+2123478,1,,6b742c0dce03dbeb,color,D_refuted
jwst_lite_v1,866,107,u0045,J26876212+6510625,1,,728cd23268e2cd41,color,T_U
jwst_lite_v1,472,108,u0212,J18929636+6214276,1,,db98e355832a653a,color,U_tail
jwst_lite_v1,489,109,u0054,J33389992-3276033,1,,3f077ead6372505a,color,T_U
jwst_lite_v1,636,110,u0088,J14987954+204155,1,,4e2f3bdd5eed6bec,color,L_known
jwst_lite_v1,323,111,u0246,J26006978+3560730,1,,73f852f7d7ffb31a,color,L_known
jwst_lite_v1,766,112,u0119,J3419795-502846,1,,69d40d696eeb2a2e,gray_lw_only,T_U
jwst_lite_v1,816,113,u0170,J18675054+1172962,1,,0ba724dc0af5870f,gray_lw_only,N_unflagged
jwst_lite_v1,938,114,u0060,J4205283+264369,1,,efaf43226986acdc,color,T_U
jwst_lite_v1,350,115,u0124,J357850-3044809,1,,1ca2969b47352556,color,T_U
jwst_lite_v1,176,116,u0096,J18939200+6216064,1,,3249cd8553380776,color,T_U
jwst_lite_v1,594,117,u0168,J9940487-4849482,1,,4b13872fe5360e7b,color,D_refuted
jwst_lite_v1,517,118,u0141,J15017971+211039,1,,0caf722b4c3f888c,color,D_refuted
jwst_lite_v1,740,119,u0228,J21500508+5297323,1,,e4d09abf54c45467,color,N_unflagged
jwst_lite_v1,353,120,u0193,J24497103+5551791,1,,c8179def1d4d80d2,color,D_refuted
jwst_lite_v1,882,121,u0190,J15021038+179129,1,,938e0ddd2e9de8a9,color,K_cowls
jwst_lite_v1,631,122,u0137,J16456132+2953030,1,,939f8aee6cd2c896,color,T_U
jwst_lite_v1,999,123,u0150,J927569+915263,1,,75f0d540850dc827,color,L_known
jwst_lite_v1,508,124,u0194,J17833025+793252,1,,a0983e08159406fb,gray_lw_only,L_known
jwst_lite_v1,433,125,u0032,J34710108-218831,1,,9e71562b115af810,color,D_refuted
jwst_lite_v1,693,126,u0091,J14993798+260626,1,,1edea5a2483179f8,color,K_cowls
jwst_lite_v1,596,127,u0199,J34161184-5841254,1,,8628d80c30b50059,color,U_tail
jwst_lite_v1,180,128,u0198,J2225968-7355728,1,,dc6da8d906221014,color,N_unflagged
jwst_lite_v1,771,129,u0099,J32232919-763201,1,,d775d5e796034658,color,T_U
jwst_lite_v1,123,130,u0050,J34708269-218827,1,,299eaae3fb1d6c73,color,L_known
jwst_lite_v1,290,131,u0021,J20960149-304690,1,,338979f15d139e78,gray_lw_only,T_U
jwst_lite_v1,249,132,u0145,J358439-3035450,1,,d356fcbe339aaad4,color,N_unflagged
jwst_lite_v1,129,133,u0082,J34084513-960342,1,,6876e48440a51653,color,T_verified
jwst_lite_v1,528,134,u0174,J1655664+080458,1,,a3d1d4acdf1d2c31,gray_sw_only,D_refuted
jwst_lite_v1,348,135,u0178,J15019832+198630,1,,a594999cc938a70f,color,U_tail
jwst_lite_v1,710,136,u0106,J15004059+241551,1,,e98f8f9a1d43000f,color,L_known
jwst_lite_v1,161,137,u0234,J26885147+6527676,1,,e2b632b1fb2a6b6f,color,N_unflagged
jwst_lite_v1,483,138,u0076,J21518078+5278672,1,,f51e3c441c560e7b,color,T_U
jwst_lite_v1,838,139,u0036,J1637643+1340558,1,,f8d89672856a76c6,color,T_U
jwst_lite_v1,837,140,u0037,J12411163+1923209,1,,79d0c48b3631e3ba,color,T_U
jwst_lite_v1,276,141,u0133,J14997313+250891,1,,edb2e48d7d5f28ad,color,N_unflagged
jwst_lite_v1,057,142,u0159,J5414235-4704895,1,,924447ee4423bd3f,color,T_verified
jwst_lite_v1,963,143,u0026,J15032484+248405,1,,67a0d81f6745ee2a,color,T_U
jwst_lite_v1,316,144,u0248,J5376680-1946429,1,,0491303297f5c8e2,gray_lw_only,L_known
jwst_lite_v1,610,145,u0019,J2104758+067717,1,,62c006bd4b017ff8,color,T_U
jwst_lite_v1,302,146,u0085,J14991871+254823,1,,1a4931a6a517b618,color,K_cowls
jwst_lite_v1,735,147,u0075,J18031302+2310412,1,,aa4dd239b2d35b46,color,D_refuted
jwst_lite_v1,728,148,u0107,J34707505-219476,1,,be6d50127bc818a7,color,T_verified
jwst_lite_v1,643,149,u0095,J35128272-4120137,1,,ec2e88e3301527be,color,T_U
jwst_lite_v1,010,150,u0070,J5282421-774282,1,,76f79c58f6e351f0,color,T_U
jwst_lite_v1,482,151,u0015,J15009505+230050,1,,10f37bf498649087,color,K_cowls
jwst_lite_v1,213,152,u0009,J9006236-2015944,1,,8356519c57c37663,color,T_U
jwst_lite_v1,456,153,u0245,J14989229+226437,1,,888ec81e96020db0,color,D_refuted
jwst_lite_v1,049,154,u0092,J20148881+4807960,1,,c64998076b111db1,gray_lw_only,N_unflagged
jwst_lite_v1,881,155,u0184,J18716454+1177116,1,,0a837c5a39995824,color,U_tail
jwst_lite_v1,164,156,u0034,J35128930-4120369,1,,81b9a9793feb7416,color,D_refuted
jwst_lite_v1,571,157,u0125,J19449788+4704593,1,,b3b2d9be25cca72d,color,D_refuted
jwst_lite_v1,029,158,u0128,J8575205-2143155,1,,bf716fe3ccefd2c1,gray_lw_only,T_U
jwst_lite_v1,333,159,u0073,J14995729+243834,1,,433117d13e2a33d2,color,T_U
jwst_lite_v1,202,160,u0052,J2238085-7354339,1,,ee3d98c9c6838163,color,U_tail
jwst_lite_v1,786,161,u0018,J21026355+287185,1,,9260262398ec68e9,color,L_known
jwst_lite_v1,352,162,u0049,J3996375-158105,1,,0a57abb63cd0a2ef,color,N_unflagged
jwst_lite_v1,678,163,u0154,J14996187+200380,1,,63f03fe70b2f943c,color,K_cowls
jwst_lite_v1,121,164,u0227,J15019655+249201,1,,3125e30fdcd65ac4,color,K_cowls
jwst_lite_v1,971,165,u0059,J803198+1811354,1,,343850cdfb675ca4,color,L_known
jwst_lite_v1,985,166,u0148,J21493235+5299840,1,,f5fa818f7573e02f,gray_sw_only,N_unflagged
jwst_lite_v1,130,167,u0123,J15021825+181565,1,,e2bcdd2f341481eb,color,K_cowls
jwst_lite_v1,458,168,u0003,J804181+1819597,1,,8dea3acfddb96790,color,T_U
jwst_lite_v1,931,169,u0225,J462970+1644463,1,,fcbeb8ef553cc004,color,U_tail
jwst_lite_v1,555,170,u0243,J34709033-218772,1,,025f4d72d2039200,color,L_known
jwst_lite_v1,729,171,u0084,J17769198-2805240,1,,75f34469e8a93bae,gray_sw_only,D_refuted
jwst_lite_v1,957,172,u0218,J2501506-591919,1,,785a2bb19b64e74b,color,D_refuted
jwst_lite_v1,131,173,u0079,J16644236-1024898,1,,52012f88ed8b069e,color,T_verified
jwst_lite_v1,454,174,u0120,J5186803-1343778,1,,acc64a732c91f46a,color,T_verified
jwst_lite_v1,025,175,u0167,J26292001+2286748,1,,231a516ad21f4f32,color,U_tail
jwst_lite_v1,306,176,u0216,J18805344+1121596,1,,bcee46c07b2d27d2,color,T_verified
jwst_lite_v1,095,177,u0077,J9002960-2014057,1,,6e01f4b034b1cccd,color,T_U
jwst_lite_v1,584,178,u0112,J4312165-2100739,1,,4a97d37e397ed1b8,color,T_U
jwst_lite_v1,315,179,u0239,J3996912-158493,1,,73fe9803cbb5f435,color,U_tail
jwst_lite_v1,357,180,u0144,J15013022+255026,1,,5bfef8b9989705f9,color,K_cowls
jwst_lite_v1,268,181,u0149,J15027845+184036,1,,7ab07188621acf7f,color,K_cowls
jwst_lite_v1,543,182,u0138,J3440482-522486,1,,a76530c08b382dec,color,T_verified
jwst_lite_v1,683,183,u0114,J21007480+1455269,1,,15c19fa47f1ce3c3,color,T_U
jwst_lite_v1,913,184,u0023,J20865088+7724666,1,,3adba487b80f8ee1,color,T_U
jwst_lite_v1,165,185,u0169,J21006317+1456150,1,,2de3b5d69148c3d8,color,T_U
jwst_lite_v1,052,186,u0080,J15048493+226744,1,,3fb26731f03479a6,color,N_unflagged
jwst_lite_v1,154,187,u0197,J18928393+6223963,1,,0a48460282fcb3de,color,D_refuted
jwst_lite_v1,689,188,u0043,J19047436+1159098,1,,5b66f8220e375c07,color,U_tail
jwst_lite_v1,558,189,u0146,J34135498+2813722,1,,ea69b82ab7a55423,color,T_U
jwst_lite_v1,607,190,u0142,J26828794+6516364,1,,39e98269277d008c,color,D_refuted
jwst_lite_v1,655,191,u0041,J16897851+148442,1,,e1cdd7f15c4a5835,color,D_refuted
jwst_lite_v1,673,192,u0160,J24396184-613690,1,,0c7b17b375d88070,color,N_unflagged
jwst_lite_v1,812,193,u0232,J4138784-5303843,1,,28a8ca6601ecd77d,color,N_unflagged
jwst_lite_v1,001,194,u0158,J32839345+1770589,1,,c2c9cf01d140f535,color,L_known
jwst_lite_v1,326,195,u0058,J2994382-883235,1,,8ae7377916de348a,color,D_refuted
jwst_lite_v1,250,196,u0038,J26831233+6515810,1,,24a565cf502fe713,color,T_U
jwst_lite_v1,965,197,u0013,J14973771+199708,1,,0415a3b0be2668a2,color,K_cowls
jwst_lite_v1,396,198,u0153,J5186648-1343587,1,,062606cf974057ee,color,T_verified
jwst_lite_v1,346,199,u0024,J18908112+6221462,1,,e0374206322d94ca,color,D_refuted
jwst_lite_v1,887,200,u0130,J2434723-845791,1,,16cba0fd3a430227,color,U_tail
jwst_lite_v1,884,201,u0220,J15017908+203681,1,,f80e6b97a0bbb273,color,K_cowls
jwst_lite_v1,328,202,u0188,J14987471+223116,1,,3ece991a36d30963,color,L_known
jwst_lite_v1,369,203,u0012,J21000126+1448989,1,,418976746194f80e,gray_lw_only,U_tail
jwst_lite_v1,671,204,u0056,J30795372-4063256,1,,7386c661ad7274e5,color,D_refuted
jwst_lite_v1,424,205,u0046,J18931633+6219972,1,,25fe71d20b7444da,color,T_U
jwst_lite_v1,257,206,u0157,J21369661+5478431,1,,5c59701d13602d82,color,L_known
jwst_lite_v1,901,207,u0122,J15037005+241731,1,,de2bad671e1fecc2,color,K_cowls
jwst_lite_v1,211,208,u0087,J14991319+251221,1,,73bfc0cceb6dea91,color,K_cowls
jwst_lite_v1,733,209,u0069,J6403415-2406677,1,,5d0845d5f8111e09,color,T_verified
jwst_lite_v1,659,210,u0057,J11068178-7349847,1,,c1b13f7d7fc76cf1,color,U_tail
jwst_lite_v1,897,211,u0104,J17740281+2243662,1,,5dc7ab8491629649,color,L_known
jwst_lite_v1,750,212,u0177,J4139573-5304843,1,,7273a9c7735501fa,color,N_unflagged
jwst_lite_v1,262,213,u0217,J16193787+1252943,1,,3c1628fa145cbaf7,gray_lw_only,T_U
jwst_lite_v1,529,214,u0027,J6439169-1191885,1,,f35b3755816ca4ca,color,T_U
jwst_lite_v1,737,215,u0235,J15028871+191005,1,,f0f2b207396d664d,color,K_cowls
jwst_lite_v1,337,216,u0011,J32235757-764217,1,,12ea8d70570de00c,color,D_refuted
jwst_lite_v1,455,217,u0250,J24396818-613860,1,,e2965c07ac76ea63,color,U_tail
jwst_lite_v1,212,218,u0063,J15055009+250185,1,,38cd165bb9f8954a,gray_sw_only,T_U
jwst_lite_v1,869,219,u0132,J15428066+3906060,1,,350772da3b0d18dc,color,D_refuted
jwst_lite_v1,421,220,u0086,J14980160+213082,1,,c87160bf98ed754a,color,K_cowls
jwst_lite_v1,452,221,u0068,J15261689-1266966,1,,ab25904c47e73997,color,T_U
jwst_lite_v1,184,222,u0035,J14997467+255549,1,,2bbb5fa20b35433e,color,K_cowls
jwst_lite_v1,862,223,u0202,J18309657+2753443,1,,7c1d321226252dfc,gray_sw_only,U_tail
jwst_lite_v1,623,224,u0117,J15263530-1266462,1,,72e81b9a548a5917,color,N_unflagged
jwst_lite_v1,307,225,u0064,J20948181-1096952,1,,633f62e052c0900b,gray_lw_only,T_U
jwst_lite_v1,401,226,u0222,J20381042+4099544,1,,6191c455cd2b6e6c,color,U_tail
jwst_lite_v1,859,227,u0206,J20148636+4809579,1,,df1f8a7de6f7a2a0,gray_lw_only,T_U
jwst_lite_v1,274,228,u0147,J8834469-3370264,1,,30be332dc4308d6d,color,N_unflagged
jwst_lite_v1,263,229,u0249,J18095026+476116,1,,78e63136458c77af,color,D_refuted
jwst_lite_v1,784,230,u0163,J21060768-456160,1,,3a0893fb317c04a2,gray_sw_only,D_refuted
jwst_lite_v1,556,231,u0134,J15004969+221715,1,,9dc76f1a9673b25a,color,K_cowls
jwst_lite_v1,034,232,u0237,J12404503+1918861,1,,ef18d29b7edd02e2,color,N_unflagged
jwst_lite_v1,446,233,u0175,J14996269+221023,1,,8b6f3f8ed3e6a9b6,color,L_known
jwst_lite_v1,823,234,u0152,J15029814+254087,1,,2b5dcb65d894d717,color,T_U
jwst_lite_v1,088,235,u0247,J15021106+190577,1,,ee3018794a5a2e63,color,K_cowls
jwst_lite_v1,513,236,u0139,J18850875+1133833,1,,8972b374e5e6f67e,gray_lw_only,T_U
jwst_lite_v1,104,237,u0067,J15049363+206401,1,,a319361f90e1908c,color,T_U
jwst_lite_v1,428,238,u0098,J8999381-2012203,1,,9007ed027035b65a,color,T_verified
jwst_lite_v1,193,239,u0211,J18942061+6225477,1,,e9ff55601ad28b7c,color,D_refuted
jwst_lite_v1,793,240,u0205,J34708849-217825,1,,681bc165991a6e20,color,T_U
jwst_lite_v1,145,241,u0020,J9192602-4479623,1,,769cbabeca4ab2a1,color,T_U
jwst_lite_v1,885,242,u0223,J1086629-2060614,1,,275d6fe96d405345,color,N_unflagged
jwst_lite_v1,332,243,u0004,J15026528+186865,1,,f60c0b5826d10445,color,K_cowls
jwst_lite_v1,827,244,u0179,J15013008+243766,1,,5e210748442ecae2,color,K_cowls
jwst_lite_v1,416,245,u0219,J18818168+1282960,1,,eea13ff95acc4c5f,gray_lw_only,T_U
jwst_lite_v1,020,246,u0180,J14981996+233941,1,,526483f469c954e1,color,K_cowls
jwst_lite_v1,708,247,u0200,J26816024+6505016,1,,9be1e4be52646ec0,color,T_U
jwst_lite_v1,065,248,u0010,J928927+915106,1,,896f127c49a5f668,color,L_known
jwst_lite_v1,933,249,u0143,J3996588-153959,1,,b9cb9675aa2f3eaf,color,D_refuted
jwst_lite_v1,787,250,u0094,J3807769-4433463,1,,21468a84e009c19f,color,U_tail
